Befolkning,Alder,Alternativ,År
654638,60-69 år,Lav innvandring (MML),2079
648790,70-79 år,Lav innvandring (MML),2079
873529,80 år eller eldre,Lav innvandring (MML),2079
500554,0-9 år,Lav innvandring (MML),2080
521365,10-19 år,Lav innvandring (MML),2080
1136720,20-39 år,Lav innvandring (MML),2080
1228898,40-59 år,Lav innvandring (MML),2080
644312,60-69 år,Lav innvandring (MML),2080
649949,70-79 år,Lav innvandring (MML),2080
880659,80 år eller eldre,Lav innvandring (MML),2080
497352,0-9 år,Lav innvandring (MML),2081
521533,10-19 år,Lav innvandring (MML),2081
1129330,20-39 år,Lav innvandring (MML),2081
1230779,40-59 år,Lav innvandring (MML),2081
633589,60-69 år,Lav innvandring (MML),2081
650253,70-79 år,Lav innvandring (MML),2081
887248,80 år eller eldre,Lav innvandring (MML),2081
493958,0-9 år,Lav innvandring (MML),2082
521448,10-19 år,Lav innvandring (MML),2082
1122295,20-39 år,Lav innvandring (MML),2082
1229629,40-59 år,Lav innvandring (MML),2082
627095,60-69 år,Lav innvandring (MML),2082
651287,70-79 år,Lav innvandring (MML),2082
891189,80 år eller eldre,Lav innvandring (MML),2082
490426,0-9 år,Lav innvandring (MML),2083
521055,10-19 år,Lav innvandring (MML),2083
1115700,20-39 år,Lav innvandring (MML),2083
1229517,40-59 år,Lav innvandring (MML),2083
619715,60-69 år,Lav innvandring (MML),2083
652880,70-79 år,Lav innvandring (MML),2083
893625,80 år eller eldre,Lav innvandring (MML),2083
486837,0-9 år,Lav innvandring (MML),2084
520301,10-19 år,Lav innvandring (MML),2084
1109606,20-39 år,Lav innvandring (MML),2084
1229361,40-59 år,Lav innvandring (MML),2084
613601,60-69 år,Lav innvandring (MML),2084
651982,70-79 år,Lav innvandring (MML),2084
896502,80 år eller eldre,Lav innvandring (MML),2084
483254,0-9 år,Lav innvandring (MML),2085
519157,10-19 år,Lav innvandring (MML),2085
1104069,20-39 år,Lav innvandring (MML),2085
1229083,40-59 år,Lav innvandring (MML),2085
607488,60-69 år,Lav innvandring (MML),2085
650378,70-79 år,Lav innvandring (MML),2085
899354,80 år eller eldre,Lav innvandring (MML),2085
479740,0-9 år,Lav innvandring (MML),2086
517609,10-19 år,Lav innvandring (MML),2086
1099122,20-39 år,Lav innvandring (MML),2086
1228235,40-59 år,Lav innvandring (MML),2086
601854,60-69 år,Lav innvandring (MML),2086
648481,70-79 år,Lav innvandring (MML),2086
901746,80 år eller eldre,Lav innvandring (MML),2086
476353,0-9 år,Lav innvandring (MML),2087
515654,10-19 år,Lav innvandring (MML),2087
1094755,20-39 år,Lav innvandring (MML),2087
1226519,40-59 år,Lav innvandring (MML),2087
596766,60-69 år,Lav innvandring (MML),2087
645066,70-79 år,Lav innvandring (MML),2087
905180,80 år eller eldre,Lav innvandring (MML),2087
473155,0-9 år,Lav innvandring (MML),2088
513311,10-19 år,Lav innvandring (MML),2088
1090950,20-39 år,Lav innvandring (MML),2088
1223957,40-59 år,Lav innvandring (MML),2088
594272,60-69 år,Lav innvandring (MML),2088
639636,70-79 år,Lav innvandring (MML),2088
908152,80 år eller eldre,Lav innvandring (MML),2088
470178,0-9 år,Lav innvandring (MML),2089
510612,10-19 år,Lav innvandring (MML),2089
1087649,20-39 år,Lav innvandring (MML),2089
1220602,40-59 år,Lav innvandring (MML),2089
593505,60-69 år,Lav innvandring (MML),2089
631336,70-79 år,Lav innvandring (MML),2089
912413,80 år eller eldre,Lav innvandring (MML),2089
467452,0-9 år,Lav innvandring (MML),2090
507600,10-19 år,Lav innvandring (MML),2090
1084791,20-39 år,Lav innvandring (MML),2090
1216568,40-59 år,Lav innvandring (MML),2090
593406,60-69 år,Lav innvandring (MML),2090
621860,70-79 år,Lav innvandring (MML),2090
917342,80 år eller eldre,Lav innvandring (MML),2090
464998,0-9 år,Lav innvandring (MML),2091
504333,10-19 år,Lav innvandring (MML),2091
1082277,20-39 år,Lav innvandring (MML),2091
1211802,40-59 år,Lav innvandring (MML),2091
594886,60-69 år,Lav innvandring (MML),2091
611967,70-79 år,Lav innvandring (MML),2091
921422,80 år eller eldre,Lav innvandring (MML),2091
462830,0-9 år,Lav innvandring (MML),2092
500869,10-19 år,Lav innvandring (MML),2092
1080025,20-39 år,Lav innvandring (MML),2092
1206372,40-59 år,Lav innvandring (MML),2092
593921,60-69 år,Lav innvandring (MML),2092
606172,70-79 år,Lav innvandring (MML),2092
924226,80 år eller eldre,Lav innvandring (MML),2092
460938,0-9 år,Lav innvandring (MML),2093
497284,10-19 år,Lav innvandring (MML),2093
1077909,20-39 år,Lav innvandring (MML),2093
1200281,40-59 år,Lav innvandring (MML),2093
594615,60-69 år,Lav innvandring (MML),2093
599488,70-79 år,Lav innvandring (MML),2093
926743,80 år eller eldre,Lav innvandring (MML),2093
459306,0-9 år,Lav innvandring (MML),2094
493636,10-19 år,Lav innvandring (MML),2094
1075839,20-39 år,Lav innvandring (MML),2094
1193584,40-59 år,Lav innvandring (MML),2094
595984,60-69 år,Lav innvandring (MML),2094
594007,70-79 år,Lav innvandring (MML),2094
927921,80 år eller eldre,Lav innvandring (MML),2094
457911,0-9 år,Lav innvandring (MML),2095
489998,10-19 år,Lav innvandring (MML),2095
1073712,20-39 år,Lav innvandring (MML),2095
1186332,40-59 år,Lav innvandring (MML),2095
598011,60-69 år,Lav innvandring (MML),2095
588502,70-79 år,Lav innvandring (MML),2095
928999,80 år eller eldre,Lav innvandring (MML),2095
456727,0-9 år,Lav innvandring (MML),2096
486433,10-19 år,Lav innvandring (MML),2096
1071434,20-39 år,Lav innvandring (MML),2096
1178493,40-59 år,Lav innvandring (MML),2096
600385,60-69 år,Lav innvandring (MML),2096
583453,70-79 år,Lav innvandring (MML),2096
929908,80 år eller eldre,Lav innvandring (MML),2096
455714,0-9 år,Lav innvandring (MML),2097
483002,10-19 år,Lav innvandring (MML),2097
1068935,20-39 år,Lav innvandring (MML),2097
1170123,40-59 år,Lav innvandring (MML),2097
602851,60-69 år,Lav innvandring (MML),2097
578935,70-79 år,Lav innvandring (MML),2097
930847,80 år eller eldre,Lav innvandring (MML),2097
454827,0-9 år,Lav innvandring (MML),2098
479749,10-19 år,Lav innvandring (MML),2098
1066146,20-39 år,Lav innvandring (MML),2098
1161826,40-59 år,Lav innvandring (MML),2098
604885,60-69 år,Lav innvandring (MML),2098
576908,70-79 år,Lav innvandring (MML),2098
929783,80 år eller eldre,Lav innvandring (MML),2098
454025,0-9 år,Lav innvandring (MML),2099
476720,10-19 år,Lav innvandring (MML),2099
1063014,20-39 år,Lav innvandring (MML),2099
1153666,40-59 år,Lav innvandring (MML),2099
606506,60-69 år,Lav innvandring (MML),2099
576545,70-79 år,Lav innvandring (MML),2099
927476,80 år eller eldre,Lav innvandring (MML),2099
453254,0-9 år,Lav innvandring (MML),2100
473945,10-19 år,Lav innvandring (MML),2100
1059507,20-39 år,Lav innvandring (MML),2100
1145698,40-59 år,Lav innvandring (MML),2100
607790,60-69 år,Lav innvandring (MML),2100
576819,70-79 år,Lav innvandring (MML),2100
924844,80 år eller eldre,Lav innvandring (MML),2100
587714,0-9 år,Høy innvandring (MMH),2022
647020,10-19 år,Høy innvandring (MMH),2022
1450705,20-39 år,Høy innvandring (MMH),2022
1439092,40-59 år,Høy innvandring (MMH),2022
596118,60-69 år,Høy innvandring (MMH),2022
464328,70-79 år,Høy innvandring (MMH),2022
240293,80 år eller eldre,Høy innvandring (MMH),2022
587230,0-9 år,Høy innvandring (MMH),2023
656776,10-19 år,Høy innvandring (MMH),2023
1480718,20-39 år,Høy innvandring (MMH),2023
1450596,40-59 år,Høy innvandring (MMH),2023
603032,60-69 år,Høy innvandring (MMH),2023
476286,70-79 år,Høy innvandring (MMH),2023
248140,80 år eller eldre,Høy innvandring (MMH),2023
585704,0-9 år,Høy innvandring (MMH),2024
660389,10-19 år,Høy innvandring (MMH),2024
1497227,20-39 år,Høy innvandring (MMH),2024
1457575,40-59 år,Høy innvandring (MMH),2024
610491,60-69 år,Høy innvandring (MMH),2024
486172,70-79 år,Høy innvandring (MMH),2024
258480,80 år eller eldre,Høy innvandring (MMH),2024
583393,0-9 år,Høy innvandring (MMH),2025
661595,10-19 år,Høy innvandring (MMH),2025
1506167,20-39 år,Høy innvandring (MMH),2025
1461103,40-59 år,Høy innvandring (MMH),2025
620039,60-69 år,Høy innvandring (MMH),2025
492237,70-79 år,Høy innvandring (MMH),2025
272910,80 år eller eldre,Høy innvandring (MMH),2025
580681,0-9 år,Høy innvandring (MMH),2026
660914,10-19 år,Høy innvandring (MMH),2026
1508395,20-39 år,Høy innvandring (MMH),2026
1463521,40-59 år,Høy innvandring (MMH),2026
629630,60-69 år,Høy innvandring (MMH),2026
497880,70-79 år,Høy innvandring (MMH),2026
288422,80 år eller eldre,Høy innvandring (MMH),2026
578740,0-9 år,Høy innvandring (MMH),2027
658377,10-19 år,Høy innvandring (MMH),2027
1511417,20-39 år,Høy innvandring (MMH),2027
1466369,40-59 år,Høy innvandring (MMH),2027
638990,60-69 år,Høy innvandring (MMH),2027
499937,70-79 år,Høy innvandring (MMH),2027
308418,80 år eller eldre,Høy innvandring (MMH),2027
579892,0-9 år,Høy innvandring (MMH),2028
653713,10-19 år,Høy innvandring (MMH),2028
1513959,20-39 år,Høy innvandring (MMH),2028
1469675,40-59 år,Høy innvandring (MMH),2028
649496,60-69 år,Høy innvandring (MMH),2028
503009,70-79 år,Høy innvandring (MMH),2028
326168,80 år eller eldre,Høy innvandring (MMH),2028
583221,0-9 år,Høy innvandring (MMH),2029
645790,10-19 år,Høy innvandring (MMH),2029
1515624,20-39 år,Høy innvandring (MMH),2029
1474366,40-59 år,Høy innvandring (MMH),2029
660749,60-69 år,Høy innvandring (MMH),2029
508413,70-79 år,Høy innvandring (MMH),2029
342210,80 år eller eldre,Høy innvandring (MMH),2029
587373,0-9 år,Høy innvandring (MMH),2030
636598,10-19 år,Høy innvandring (MMH),2030
1517433,20-39 år,Høy innvandring (MMH),2030
1479500,40-59 år,Høy innvandring (MMH),2030
672230,60-69 år,Høy innvandring (MMH),2030
514998,70-79 år,Høy innvandring (MMH),2030
356876,80 år eller eldre,Høy innvandring (MMH),2030
593431,0-9 år,Høy innvandring (MMH),2031
627036,10-19 år,Høy innvandring (MMH),2031
1516952,20-39 år,Høy innvandring (MMH),2031
1487670,40-59 år,Høy innvandring (MMH),2031
682304,60-69 år,Høy innvandring (MMH),2031
521620,70-79 år,Høy innvandring (MMH),2031
370713,80 år eller eldre,Høy innvandring (MMH),2031
596718,0-9 år,Høy innvandring (MMH),2032
622473,10-19 år,Høy innvandring (MMH),2032
1515329,20-39 år,Høy innvandring (MMH),2032
1494489,40-59 år,Høy innvandring (MMH),2032
692597,60-69 år,Høy innvandring (MMH),2032
529703,70-79 år,Høy innvandring (MMH),2032
382951,80 år eller eldre,Høy innvandring (MMH),2032
602336,0-9 år,Høy innvandring (MMH),2033
616714,10-19 år,Høy innvandring (MMH),2033
1513952,20-39 år,Høy innvandring (MMH),2033
1500829,40-59 år,Høy innvandring (MMH),2033
701993,60-69 år,Høy innvandring (MMH),2033
536670,70-79 år,Høy innvandring (MMH),2033
396379,80 år eller eldre,Høy innvandring (MMH),2033
608368,0-9 år,Høy innvandring (MMH),2034
612934,10-19 år,Høy innvandring (MMH),2034
1511747,20-39 år,Høy innvandring (MMH),2034
1508839,40-59 år,Høy innvandring (MMH),2034
707622,60-69 år,Høy innvandring (MMH),2034
544499,70-79 år,Høy innvandring (MMH),2034
409570,80 år eller eldre,Høy innvandring (MMH),2034
614480,0-9 år,Høy innvandring (MMH),2035
609865,10-19 år,Høy innvandring (MMH),2035
1509447,20-39 år,Høy innvandring (MMH),2035
1516960,40-59 år,Høy innvandring (MMH),2035
710602,60-69 år,Høy innvandring (MMH),2035
554358,70-79 år,Høy innvandring (MMH),2035
422442,80 år eller eldre,Høy innvandring (MMH),2035
620624,0-9 år,Høy innvandring (MMH),2036
607783,10-19 år,Høy innvandring (MMH),2036
1506467,20-39 år,Høy innvandring (MMH),2036
1528345,40-59 år,Høy innvandring (MMH),2036
709795,60-69 år,Høy innvandring (MMH),2036
564382,70-79 år,Høy innvandring (MMH),2036
435387,80 år eller eldre,Høy innvandring (MMH),2036
626837,0-9 år,Høy innvandring (MMH),2037
606449,10-19 år,Høy innvandring (MMH),2037
1502872,20-39 år,Høy innvandring (MMH),2037
1542254,40-59 år,Høy innvandring (MMH),2037
706132,60-69 år,Høy innvandring (MMH),2037
574243,70-79 år,Høy innvandring (MMH),2037
448683,80 år eller eldre,Høy innvandring (MMH),2037
632550,0-9 år,Høy innvandring (MMH),2038
608119,10-19 år,Høy innvandring (MMH),2038
1498296,20-39 år,Høy innvandring (MMH),2038
1556349,40-59 år,Høy innvandring (MMH),2038
700658,60-69 år,Høy innvandring (MMH),2038
585059,70-79 år,Høy innvandring (MMH),2038
460625,80 år eller eldre,Høy innvandring (MMH),2038
637760,0-9 år,Høy innvandring (MMH),2039
611872,10-19 år,Høy innvandring (MMH),2039
1493742,20-39 år,Høy innvandring (MMH),2039
1567376,40-59 år,Høy innvandring (MMH),2039
695110,60-69 år,Høy innvandring (MMH),2039
596587,70-79 år,Høy innvandring (MMH),2039
472873,80 år eller eldre,Høy innvandring (MMH),2039
642642,0-9 år,Høy innvandring (MMH),2040
616410,10-19 år,Høy innvandring (MMH),2040
1488328,20-39 år,Høy innvandring (MMH),2040
1578551,40-59 år,Høy innvandring (MMH),2040
689428,60-69 år,Høy innvandring (MMH),2040
608324,70-79 år,Høy innvandring (MMH),2040
484843,80 år eller eldre,Høy innvandring (MMH),2040
647012,0-9 år,Høy innvandring (MMH),2041
622775,10-19 år,Høy innvandring (MMH),2041
1481829,20-39 år,Høy innvandring (MMH),2041
1588535,40-59 år,Høy innvandring (MMH),2041
686340,60-69 år,Høy innvandring (MMH),2041
618611,70-79 år,Høy innvandring (MMH),2041
496133,80 år eller eldre,Høy innvandring (MMH),2041
650773,0-9 år,Høy innvandring (MMH),2042
626409,10-19 år,Høy innvandring (MMH),2042
1481311,20-39 år,Høy innvandring (MMH),2042
1596631,40-59 år,Høy innvandring (MMH),2042
681872,60-69 år,Høy innvandring (MMH),2042
629101,70-79 år,Høy innvandring (MMH),2042
507404,80 år eller eldre,Høy innvandring (MMH),2042
653770,0-9 år,Høy innvandring (MMH),2043
632270,10-19 år,Høy innvandring (MMH),2043
1480615,20-39 år,Høy innvandring (MMH),2043
1602012,40-59 år,Høy innvandring (MMH),2043
679039,60-69 år,Høy innvandring (MMH),2043
638725,70-79 år,Høy innvandring (MMH),2043
518932,80 år eller eldre,Høy innvandring (MMH),2043
655940,0-9 år,Høy innvandring (MMH),2044
638545,10-19 år,Høy innvandring (MMH),2044
1479193,20-39 år,Høy innvandring (MMH),2044
1608745,40-59 år,Høy innvandring (MMH),2044
678173,60-69 år,Høy innvandring (MMH),2044
644839,70-79 år,Høy innvandring (MMH),2044
531279,80 år eller eldre,Høy innvandring (MMH),2044
657316,0-9 år,Høy innvandring (MMH),2045
644922,10-19 år,Høy innvandring (MMH),2045
1477736,20-39 år,Høy innvandring (MMH),2045
1615556,40-59 år,Høy innvandring (MMH),2045
678092,60-69 år,Høy innvandring (MMH),2045
648554,70-79 år,Høy innvandring (MMH),2045
545408,80 år eller eldre,Høy innvandring (MMH),2045
657747,0-9 år,Høy innvandring (MMH),2046
651331,10-19 år,Høy innvandring (MMH),2046
1476906,20-39 år,Høy innvandring (MMH),2046
1621410,40-59 år,Høy innvandring (MMH),2046
681768,60-69 år,Høy innvandring (MMH),2046
648730,70-79 år,Høy innvandring (MMH),2046
560079,80 år eller eldre,Høy innvandring (MMH),2046
657173,0-9 år,Høy innvandring (MMH),2047
657804,10-19 år,Høy innvandring (MMH),2047
1475171,20-39 år,Høy innvandring (MMH),2047
1627578,40-59 år,Høy innvandring (MMH),2047
688690,60-69 år,Høy innvandring (MMH),2047
646245,70-79 år,Høy innvandring (MMH),2047
575248,80 år eller eldre,Høy innvandring (MMH),2047
656257,0-9 år,Høy innvandring (MMH),2048
663789,10-19 år,Høy innvandring (MMH),2048
1474384,20-39 år,Høy innvandring (MMH),2048
1632720,40-59 år,Høy innvandring (MMH),2048
697867,60-69 år,Høy innvandring (MMH),2048
642032,70-79 år,Høy innvandring (MMH),2048
590402,80 år eller eldre,Høy innvandring (MMH),2048
655036,0-9 år,Høy innvandring (MMH),2049
669296,10-19 år,Høy innvandring (MMH),2049
1472638,20-39 år,Høy innvandring (MMH),2049
1636461,40-59 år,Høy innvandring (MMH),2049
708564,60-69 år,Høy innvandring (MMH),2049
637841,70-79 år,Høy innvandring (MMH),2049
606738,80 år eller eldre,Høy innvandring (MMH),2049
653554,0-9 år,Høy innvandring (MMH),2050
674482,10-19 år,Høy innvandring (MMH),2050
1470524,20-39 år,Høy innvandring (MMH),2050
1640015,40-59 år,Høy innvandring (MMH),2050
719910,60-69 år,Høy innvandring (MMH),2050
633567,70-79 år,Høy innvandring (MMH),2050
623223,80 år eller eldre,Høy innvandring (MMH),2050
651944,0-9 år,Høy innvandring (MMH),2051
679173,10-19 år,Høy innvandring (MMH),2051
1469880,20-39 år,Høy innvandring (MMH),2051
1641252,40-59 år,Høy innvandring (MMH),2051
731773,60-69 år,Høy innvandring (MMH),2051
631623,70-79 år,Høy innvandring (MMH),2051
637982,80 år eller eldre,Høy innvandring (MMH),2051
650334,0-9 år,Høy innvandring (MMH),2052
683278,10-19 år,Høy innvandring (MMH),2052
1471336,20-39 år,Høy innvandring (MMH),2052
1641512,40-59 år,Høy innvandring (MMH),2052
743760,60-69 år,Høy innvandring (MMH),2052
628494,70-79 år,Høy innvandring (MMH),2052
653014,80 år eller eldre,Høy innvandring (MMH),2052
648890,0-9 år,Høy innvandring (MMH),2053
686641,10-19 år,Høy innvandring (MMH),2053
1473875,20-39 år,Høy innvandring (MMH),2053
1642058,40-59 år,Høy innvandring (MMH),2053
753767,60-69 år,Høy innvandring (MMH),2053
626902,70-79 år,Høy innvandring (MMH),2053
667526,80 år eller eldre,Høy innvandring (MMH),2053
647743,0-9 år,Høy innvandring (MMH),2054
689202,10-19 år,Høy innvandring (MMH),2054
1478695,20-39 år,Høy innvandring (MMH),2054
1641798,40-59 år,Høy innvandring (MMH),2054
763400,60-69 år,Høy innvandring (MMH),2054
627046,70-79 år,Høy innvandring (MMH),2054
679632,80 år eller eldre,Høy innvandring (MMH),2054
647044,0-9 år,Høy innvandring (MMH),2055
690983,10-19 år,Høy innvandring (MMH),2055
1484317,20-39 år,Høy innvandring (MMH),2055
1641440,40-59 år,Høy innvandring (MMH),2055
772477,60-69 år,Høy innvandring (MMH),2055
627955,70-79 år,Høy innvandring (MMH),2055
691140,80 år eller eldre,Høy innvandring (MMH),2055
646888,0-9 år,Høy innvandring (MMH),2056
691840,10-19 år,Høy innvandring (MMH),2056
1490929,20-39 år,Høy innvandring (MMH),2056
1640465,40-59 år,Høy innvandring (MMH),2056
780914,60-69 år,Høy innvandring (MMH),2056
632308,70-79 år,Høy innvandring (MMH),2056
699901,80 år eller eldre,Høy innvandring (MMH),2056
647383,0-9 år,Høy innvandring (MMH),2057
691707,10-19 år,Høy innvandring (MMH),2057
1498354,20-39 år,Høy innvandring (MMH),2057
1638936,40-59 år,Høy innvandring (MMH),2057
788598,60-69 år,Høy innvandring (MMH),2057
639676,70-79 år,Høy innvandring (MMH),2057
706643,80 år eller eldre,Høy innvandring (MMH),2057
648553,0-9 år,Høy innvandring (MMH),2058
691235,10-19 år,Høy innvandring (MMH),2058
