,Befolkning,Alder,Alternativ,År,Pas rate,Pasienter på somatisk
4637,1641512,40-59 år,Høy innvandring (MMH),2052,0.3517648628440711,577426.2435368969
4638,743760,60-69 år,Høy innvandring (MMH),2052,0.4600095954156727,342136.73668636073
4639,628494,70-79 år,Høy innvandring (MMH),2052,0.5801394703743905,364614.1762934822
4640,653014,80 år eller eldre,Høy innvandring (MMH),2052,0.686782386503144,448478.5133399641
4641,648890,0-9 år,Høy innvandring (MMH),2053,0.3156671442232106,204833.25321499913
4642,686641,10-19 år,Høy innvandring (MMH),2053,0.25080832122654634,172215.276495317
4643,1473875,20-39 år,Høy innvandring (MMH),2053,0.31545352087433354,464939.05807865836
4644,1642058,40-59 år,Høy innvandring (MMH),2053,0.3517648628440711,577618.3071520097
4645,753767,60-69 år,Høy innvandring (MMH),2053,0.4600095954156727,346740.0527076854
4646,626902,70-79 år,Høy innvandring (MMH),2053,0.5801394703743905,363690.5942566462
4647,667526,80 år eller eldre,Høy innvandring (MMH),2053,0.686782386503144,458445.09933289775
4648,647743,0-9 år,Høy innvandring (MMH),2054,0.3156671442232106,204471.1830005751
4649,689202,10-19 år,Høy innvandring (MMH),2054,0.25080832122654634,172857.59660597818
4650,1478695,20-39 år,Høy innvandring (MMH),2054,0.31545352087433354,466459.5440492726
4651,1641798,40-59 år,Høy innvandring (MMH),2054,0.3517648628440711,577526.8482876703
4652,763400,60-69 år,Høy innvandring (MMH),2054,0.4600095954156727,351171.32514032454
4653,627046,70-79 år,Høy innvandring (MMH),2054,0.5801394703743905,363774.1343403801
4654,679632,80 år eller eldre,Høy innvandring (MMH),2054,0.686782386503144,466759.2869039048
4655,647044,0-9 år,Høy innvandring (MMH),2055,0.3156671442232106,204250.5316667631
4656,690983,10-19 år,Høy innvandring (MMH),2055,0.25080832122654634,173304.28622608268
4657,1484317,20-39 år,Høy innvandring (MMH),2055,0.31545352087433354,468233.0237436281
4658,1641440,40-59 år,Høy innvandring (MMH),2055,0.3517648628440711,577400.9164667721
4659,772477,60-69 år,Høy innvandring (MMH),2055,0.4600095954156727,355346.83223791263
4660,627955,70-79 år,Høy innvandring (MMH),2055,0.5801394703743905,364301.4811189504
4661,691140,80 år eller eldre,Høy innvandring (MMH),2055,0.686782386503144,474662.77860778297
4662,646888,0-9 år,Høy innvandring (MMH),2056,0.3156671442232106,204201.28759226427
4663,691840,10-19 år,Høy innvandring (MMH),2056,0.25080832122654634,173519.22895737382
4664,1490929,20-39 år,Høy innvandring (MMH),2056,0.31545352087433354,470318.80242364923
4665,1640465,40-59 år,Høy innvandring (MMH),2056,0.3517648628440711,577057.9457254991
4666,780914,60-69 år,Høy innvandring (MMH),2056,0.4600095954156727,359227.9331944346
4667,632308,70-79 år,Høy innvandring (MMH),2056,0.5801394703743905,366826.8282334901
4668,699901,80 år eller eldre,Høy innvandring (MMH),2056,0.686782386503144,480679.679095937
4669,647383,0-9 år,Høy innvandring (MMH),2057,0.3156671442232106,204357.54282865475
4670,691707,10-19 år,Høy innvandring (MMH),2057,0.25080832122654634,173485.87145065068
4671,1498354,20-39 år,Høy innvandring (MMH),2057,0.31545352087433354,472661.04481614113
4672,1638936,40-59 år,Høy innvandring (MMH),2057,0.3517648628440711,576520.0972502105
4673,788598,60-69 år,Høy innvandring (MMH),2057,0.4600095954156727,362762.6469256087
4674,639676,70-79 år,Høy innvandring (MMH),2057,0.5801394703743905,371101.2958512086
4675,706643,80 år eller eldre,Høy innvandring (MMH),2057,0.686782386503144,485309.9659457412
4676,648553,0-9 år,Høy innvandring (MMH),2058,0.3156671442232106,204726.87338739593
4677,691235,10-19 år,Høy innvandring (MMH),2058,0.25080832122654634,173367.48992303177
4678,1508148,20-39 år,Høy innvandring (MMH),2058,0.31545352087433354,475750.5965995844
4679,1636488,40-59 år,Høy innvandring (MMH),2058,0.3517648628440711,575658.9768659682
4680,794191,60-69 år,Høy innvandring (MMH),2058,0.4600095954156727,365335.4805927685
4681,649164,70-79 år,Høy innvandring (MMH),2058,0.5801394703743905,376605.65914612083
4682,711771,80 år eller eldre,Høy innvandring (MMH),2058,0.686782386503144,488831.78602372936
4683,650418,0-9 år,Høy innvandring (MMH),2059,0.3156671442232106,205315.5926113722
4684,690459,10-19 år,Høy innvandring (MMH),2059,0.25080832122654634,173172.86266575995
4685,1519429,20-39 år,Høy innvandring (MMH),2059,0.31545352087433354,479309.22776856774
4686,1634128,40-59 år,Høy innvandring (MMH),2059,0.3517648628440711,574828.8117896562
4687,795468,60-69 år,Høy innvandring (MMH),2059,0.4600095954156727,365922.9128461143
4688,660203,70-79 år,Høy innvandring (MMH),2059,0.5801394703743905,383009.81875958375
4689,717965,80 år eller eldre,Høy innvandring (MMH),2059,0.686782386503144,493085.71612572984
4690,652973,0-9 år,Høy innvandring (MMH),2060,0.3156671442232106,206122.12216486252
4691,689431,10-19 år,Høy innvandring (MMH),2060,0.25080832122654634,172915.03171153908
4692,1531126,20-39 år,Høy innvandring (MMH),2060,0.31545352087433354,482999.0876022348
4693,1630960,40-59 år,Høy innvandring (MMH),2060,0.3517648628440711,573714.4207041662
4694,796277,60-69 år,Høy innvandring (MMH),2060,0.4600095954156727,366295.0606088056
4695,671894,70-79 år,Høy innvandring (MMH),2060,0.5801394703743905,389792.22930773074
4696,724221,80 år eller eldre,Høy innvandring (MMH),2060,0.686782386503144,497382.22673569346
4697,656167,0-9 år,Høy innvandring (MMH),2061,0.3156671442232106,207130.36302351145
4698,688271,10-19 år,Høy innvandring (MMH),2061,0.25080832122654634,172624.09405891626
4699,1544052,20-39 år,Høy innvandring (MMH),2061,0.31545352087433354,487076.63981305645
4700,1626840,40-59 år,Høy innvandring (MMH),2061,0.3517648628440711,572265.1494692486
4701,795523,60-69 år,Høy innvandring (MMH),2061,0.4600095954156727,365948.2133738622
4702,684136,70-79 år,Høy innvandring (MMH),2061,0.5801394703743905,396894.29670405405
4703,731072,80 år eller eldre,Høy innvandring (MMH),2061,0.686782386503144,502087.37286562653
4704,659932,0-9 år,Høy innvandring (MMH),2062,0.3156671442232106,208318.84982151183
4705,687109,10-19 år,Høy innvandring (MMH),2062,0.25080832122654634,172332.65478965102
4706,1553806,20-39 år,Høy innvandring (MMH),2062,0.31545352087433354,490153.5734556647
4707,1628347,40-59 år,Høy innvandring (MMH),2062,0.3517648628440711,572795.2591175546
4708,792734,60-69 år,Høy innvandring (MMH),2062,0.4600095954156727,364665.2466122479
4709,696462,70-79 år,Høy innvandring (MMH),2062,0.5801394703743905,404045.0958158888
4710,737213,80 år eller eldre,Høy innvandring (MMH),2062,0.686782386503144,506304.90350114234
4711,664174,0-9 år,Høy innvandring (MMH),2063,0.3156671442232106,209657.9098473067
4712,686099,10-19 år,Høy innvandring (MMH),2063,0.25080832122654634,172079.3383852122
4713,1564844,20-39 år,Høy innvandring (MMH),2063,0.31545352087433354,493635.5494190756
4714,1629722,40-59 år,Høy innvandring (MMH),2063,0.3517648628440711,573278.9358039652
4715,789356,60-69 år,Høy innvandring (MMH),2063,0.4600095954156727,363111.33419893374
4716,706914,70-79 år,Høy innvandring (MMH),2063,0.5801394703743905,410108.7135602419
4717,744426,80 år eller eldre,Høy innvandring (MMH),2063,0.686782386503144,511258.6648549895
4718,668809,0-9 år,Høy innvandring (MMH),2064,0.3156671442232106,211121.02706078129
4719,685377,10-19 år,Høy innvandring (MMH),2064,0.25080832122654634,171898.25477728664
4720,1575474,20-39 år,Høy innvandring (MMH),2064,0.31545352087433354,496988.82034596975
4721,1630444,40-59 år,Høy innvandring (MMH),2064,0.3517648628440711,573532.9100349387
4722,787623,60-69 år,Høy innvandring (MMH),2064,0.4600095954156727,362314.13757007837
4723,716969,70-79 år,Høy innvandring (MMH),2064,0.5801394703743905,415942.0159348564
4724,751246,80 år eller eldre,Høy innvandring (MMH),2064,0.686782386503144,515942.520730941
4725,673735,0-9 år,Høy innvandring (MMH),2065,0.3156671442232106,212676.00341322483
4726,685085,10-19 år,Høy innvandring (MMH),2065,0.25080832122654634,171825.0187474885
4727,1585447,20-39 år,Høy innvandring (MMH),2065,0.31545352087433354,500134.8383096495
4728,1631131,40-59 år,Høy innvandring (MMH),2065,0.3517648628440711,573774.5724957125
4729,786445,60-69 år,Høy innvandring (MMH),2065,0.4600095954156727,361772.24626667873
4730,726474,70-79 år,Høy innvandring (MMH),2065,0.5801394703743905,421456.241600765
4731,758545,80 år eller eldre,Høy innvandring (MMH),2065,0.686782386503144,520955.3453700274
4732,678859,0-9 år,Høy innvandring (MMH),2066,0.3156671442232106,214293.48186022454
4733,685328,10-19 år,Høy innvandring (MMH),2066,0.25080832122654634,171885.96516954654
4734,1594550,20-39 år,Høy innvandring (MMH),2066,0.31545352087433354,503006.4117101685
4735,1632437,40-59 år,Høy innvandring (MMH),2066,0.3517648628440711,574233.9774065869
4736,784982,60-69 år,Høy innvandring (MMH),2066,0.4600095954156727,361099.2522285856
4737,735348,70-79 år,Høy innvandring (MMH),2066,0.5801394703743905,426604.3992608673
4738,766844,80 år eller eldre,Høy innvandring (MMH),2066,0.686782386503144,526654.952395617
4739,684076,0-9 år,Høy innvandring (MMH),2067,0.3156671442232106,215940.31735163703
4740,686190,10-19 år,Høy innvandring (MMH),2067,0.25080832122654634,172102.16194244384
4741,1602735,20-39 år,Høy innvandring (MMH),2067,0.31545352087433354,505588.39877852495
4742,1632862,40-59 år,Høy innvandring (MMH),2067,0.3517648628440711,574383.4774732956
4743,784568,60-69 år,Høy innvandring (MMH),2067,0.4600095954156727,360908.8082560835
4744,743494,70-79 år,Høy innvandring (MMH),2067,0.5801394703743905,431330.2153865371
4745,776498,80 år eller eldre,Høy innvandring (MMH),2067,0.686782386503144,533285.1495549184
4746,689300,0-9 år,Høy innvandring (MMH),2068,0.3156671442232106,217589.36251305908
4747,687711,10-19 år,Høy innvandring (MMH),2068,0.25080832122654634,172483.6413990294
4748,1610106,20-39 år,Høy innvandring (MMH),2068,0.31545352087433354,507913.6066808897
4749,1634135,40-59 år,Høy innvandring (MMH),2068,0.3517648628440711,574831.2741436962
4750,785131,60-69 år,Høy innvandring (MMH),2068,0.4600095954156727,361167.7936583025
4751,749614,70-79 år,Høy innvandring (MMH),2068,0.5801394703743905,434880.6689452284
4752,787100,80 år eller eldre,Høy innvandring (MMH),2068,0.686782386503144,540566.4164166247
4753,694446,0-9 år,Høy innvandring (MMH),2069,0.3156671442232106,219213.78563723172
4754,689907,10-19 år,Høy innvandring (MMH),2069,0.25080832122654634,173034.4164724429
4755,1616715,20-39 år,Høy innvandring (MMH),2069,0.31545352087433354,509998.43900034815
4756,1634452,40-59 år,Høy innvandring (MMH),2069,0.3517648628440711,574942.7836052177
4757,788604,60-69 år,Høy innvandring (MMH),2069,0.4600095954156727,362765.40698318114
4758,751651,70-79 år,Høy innvandring (MMH),2069,0.5801394703743905,436062.413046381
4759,800603,80 år eller eldre,Høy innvandring (MMH),2069,0.686782386503144,549840.0389815767
4760,699434,0-9 år,Høy innvandring (MMH),2070,0.3156671442232106,220788.3333526171
4761,692769,10-19 år,Høy innvandring (MMH),2070,0.25080832122654634,173752.22988779328
4762,1622758,20-39 år,Høy innvandring (MMH),2070,0.31545352087433354,511904.7246269917
4763,1634385,40-59 år,Høy innvandring (MMH),2070,0.3517648628440711,574919.2153594071
4764,792360,60-69 år,Høy innvandring (MMH),2070,0.4600095954156727,364493.20302356244
4765,753256,70-79 år,Høy innvandring (MMH),2070,0.5801394703743905,436993.5368963319
4766,815256,80 år eller eldre,Høy innvandring (MMH),2070,0.686782386503144,559903.4612910072
4767,704181,0-9 år,Høy innvandring (MMH),2071,0.3156671442232106,222286.8052862447
4768,696254,10-19 år,Høy innvandring (MMH),2071,0.25080832122654634,174626.2968872678
4769,1628196,20-39 år,Høy innvandring (MMH),2071,0.31545352087433354,513620.1608735064
4770,1635718,40-59 år,Høy innvandring (MMH),2071,0.3517648628440711,575388.1179215783
4771,795407,60-69 år,Høy innvandring (MMH),2071,0.4600095954156727,365894.85226079397
4772,753381,70-79 år,Høy innvandring (MMH),2071,0.5801394703743905,437066.0543301287
4773,831424,80 år eller eldre,Høy innvandring (MMH),2071,0.686782386503144,571007.35891599
4774,708646,0-9 år,Høy innvandring (MMH),2072,0.3156671442232106,223696.2590852013
4775,700293,10-19 år,Høy innvandring (MMH),2072,0.25080832122654634,175639.31169670183
4776,1633079,20-39 år,Høy innvandring (MMH),2072,0.31545352087433354,515160.5204159357
4777,1639016,40-59 år,Høy innvandring (MMH),2072,0.3517648628440711,576548.238439238
4778,799421,60-69 år,Høy innvandring (MMH),2072,0.4600095954156727,367741.3307767925
4779,751535,70-79 år,Høy innvandring (MMH),2072,0.5801394703743905,435995.1168678176
4780,847366,80 år eller eldre,Høy innvandring (MMH),2072,0.686782386503144,581956.0437216231
4781,712765,0-9 år,Høy innvandring (MMH),2073,0.3156671442232106,224996.4920522567
4782,704797,10-19 år,Høy innvandring (MMH),2073,0.25080832122654634,176768.95237550617
4783,1637412,20-39 år,Høy innvandring (MMH),2073,0.31545352087433354,516527.38052188425
4784,1643308,40-59 år,Høy innvandring (MMH),2073,0.3517648628440711,578058.0132305648
4785,804235,60-69 år,Høy innvandring (MMH),2073,0.4600095954156727,369955.81696912355
4786,749098,70-79 år,Høy innvandring (MMH),2073,0.5801394703743905,434581.3169785152
4787,862865,80 år eller eldre,Høy innvandring (MMH),2073,0.686782386503144,592600.4839300354
4788,716513,0-9 år,Høy innvandring (MMH),2074,0.3156671442232106,226179.61250880532
4789,709690,10-19 år,Høy innvandring (MMH),2074,0.25080832122654634,177996.15749126766
4790,1641271,20-39 år,Høy innvandring (MMH),2074,0.31545352087433354,517744.7156589383
4791,1649754,40-59 år,Høy innvandring (MMH),2074,0.3517648628440711,580325.4895364577
4792,806620,60-69 år,Høy innvandring (MMH),2074,0.4600095954156727,371052.9398541899
4793,748199,70-79 år,Høy innvandring (MMH),2074,0.5801394703743905,434059.7715946486
4794,877786,80 år eller eldre,Høy innvandring (MMH),2074,0.686782386503144,602847.9639190488
4795,719875,0-9 år,Høy innvandring (MMH),2075,0.3156671442232106,227240.88544768374
4796,714864,10-19 år,Høy innvandring (MMH),2075,0.25080832122654634,179293.8397452938
4797,1644817,20-39 år,Høy innvandring (MMH),2075,0.31545352087433354,518863.31384395866
4798,1656937,40-59 år,Høy innvandring (MMH),2075,0.3517648628440711,582852.2165462667
4799,808337,60-69 år,Høy innvandring (MMH),2075,0.4600095954156727,371842.77632951865
4800,747819,70-79 år,Høy innvandring (MMH),2075,0.5801394703743905,433839.3185959063
4801,892669,80 år eller eldre,Høy innvandring (MMH),2075,0.686782386503144,613069.3461773751
4802,722843,0-9 år,Høy innvandring (MMH),2076,0.3156671442232106,228177.78553173825
4803,720229,10-19 år,Høy innvandring (MMH),2076,0.25080832122654634,180639.42638867424
4804,1648014,20-39 år,Høy innvandring (MMH),2076,0.31545352087433354,519871.8187501939
4805,1665057,40-59 år,Høy innvandring (MMH),2076,0.3517648628440711,585708.5472325605
4806,809764,60-69 år,Høy innvandring (MMH),2076,0.4600095954156727,372499.2100221768
4807,747144,70-79 år,Høy innvandring (MMH),2076,0.5801394703743905,433447.7244534036
4808,907771,80 år eller eldre,Høy innvandring (MMH),2076,0.686782386503144,623441.1337783455
4809,725433,0-9 år,Høy innvandring (MMH),2077,0.3156671442232106,228995.36343527635
4810,725688,10-19 år,Høy innvandring (MMH),2077,0.25080832122654634,182008.58901424997
4811,1650908,20-39 år,Høy innvandring (MMH),2077,0.31545352087433354,520784.74123960425
4812,1673912,40-59 år,Høy innvandring (MMH),2077,0.3517648628440711,588823.4250930448
4813,809650,60-69 år,Høy innvandring (MMH),2077,0.4600095954156727,372446.7689282994
4814,747481,70-79 år,Høy innvandring (MMH),2077,0.5801394703743905,433643.2314549198
4815,923193,80 år eller eldre,Høy innvandring (MMH),2077,0.686782386503144,634032.691742997
4816,727679,0-9 år,Høy innvandring (MMH),2078,0.3156671442232106,229704.3518412017
4817,731158,10-19 år,Høy innvandring (MMH),2078,0.25080832122654634,183380.51053135918
4818,1654134,20-39 år,Høy innvandring (MMH),2078,0.31545352087433354,521802.39429794485
4819,1685046,40-59 år,Høy innvandring (MMH),2078,0.3517648628440711,592739.9750759506
4820,807627,60-69 år,Høy innvandring (MMH),2078,0.4600095954156727,371516.1695167735
4821,748724,70-79 år,Høy innvandring (MMH),2078,0.5801394703743905,434364.34481659514
4822,937201,80 år eller eldre,Høy innvandring (MMH),2078,0.686782386503144,643653.1394131331
4823,729624,0-9 år,Høy innvandring (MMH),2079,0.3156671442232106,230318.32443671583
4824,736547,10-19 år,Høy innvandring (MMH),2079,0.25080832122654634,184732.11657444903
4825,1657739,20-39 år,Høy innvandring (MMH),2079,0.31545352087433354,522939.6042406968
4826,1697596,40-59 år,Høy innvandring (MMH),2079,0.3517648628440711,597154.6241046437
4827,802806,60-69 år,Høy innvandring (MMH),2079,0.4600095954156727,369298.46325727453
4828,752740,70-79 år,Høy innvandring (MMH),2079,0.5801394703743905,436694.1849296187
4829,949586,80 år eller eldre,Høy innvandring (MMH),2079,0.686782386503144,652158.9392699746
4830,731324,0-9 år,Høy innvandring (MMH),2080,0.3156671442232106,230854.95858189528
4831,741788,10-19 år,Høy innvandring (MMH),2080,0.25080832122654634,186046.60298599736
4832,1661766,20-39 år,Høy innvandring (MMH),2080,0.31545352087433354,524209.93556925777
4833,1710539,40-59 år,Høy innvandring (MMH),2080,0.3517648628440711,601707.5167244346
4834,796898,60-69 år,Høy innvandring (MMH),2080,0.4600095954156727,366580.72656755877
4835,757050,70-79 år,Høy innvandring (MMH),2080,0.5801394703743905,439194.5860469323
4836,962075,80 år eller eldre,Høy innvandring (MMH),2080,0.686782386503144,660736.1644950123
4837,732846,0-9 år,Høy innvandring (MMH),2081,0.3156671442232106,231335.40397540302
4838,746796,10-19 år,Høy innvandring (MMH),2081,0.25080832122654634,187302.6510586999
4839,1666285,20-39 år,Høy innvandring (MMH),2081,0.31545352087433354,525635.4700300889
4840,1724642,40-59 år,Høy innvandring (MMH),2081,0.3517648628440711,606668.4565851245
4841,790732,60-69 år,Høy innvandring (MMH),2081,0.4600095954156727,363744.30740222574
4842,760662,70-79 år,Høy innvandring (MMH),2081,0.5801394703743905,441290.04981392465
4843,973967,80 år eller eldre,Høy innvandring (MMH),2081,0.686782386503144,668903.3806353078
4844,734261,0-9 år,Høy innvandring (MMH),2082,0.3156671442232106,231782.07298447884
4845,751518,10-19 år,Høy innvandring (MMH),2082,0.25080832122654634,188486.96795153164
4846,1671353,20-39 år,Høy innvandring (MMH),2082,0.31545352087433354,527234.1884738799
4847,1735691,40-59 år,Høy innvandring (MMH),2082,0.3517648628440711,610555.1065546887
4848,788965,60-69 år,Høy innvandring (MMH),2082,0.4600095954156727,362931.4704471262
4849,765154,70-79 år,Høy innvandring (MMH),2082,0.5801394703743905,443896.0363148464
4850,983177,80 år eller eldre,Høy innvandring (MMH),2082,0.686782386503144,675228.6464150017
4851,735652,0-9 år,Høy innvandring (MMH),2083,0.3156671442232106,232221.16598209334
4852,755912,10-19 år,Høy innvandring (MMH),2083,0.25080832122654634,189589.0197150011
4853,1677042,20-39 år,Høy innvandring (MMH),2083,0.31545352087433354,529028.8035541341
4854,1747986,40-59 år,Høy innvandring (MMH),2083,0.3517648628440711,614880.0555433565
4855,786249,60-69 år,Høy innvandring (MMH),2083,0.4600095954156727,361682.08438597724
4856,770377,70-79 år,Høy innvandring (MMH),2083,0.5801394703743905,446926.10476861184
4857,990828,80 år eller eldre,Høy innvandring (MMH),2083,0.686782386503144,680483.2184541372
4858,737083,0-9 år,Høy innvandring (MMH),2084,0.3156671442232106,232672.88566547676
4859,759942,10-19 år,Høy innvandring (MMH),2084,0.25080832122654634,190599.77724954407
4860,1683395,20-39 år,Høy innvandring (MMH),2084,0.31545352087433354,531032.8797722487
4861,1759897,40-59 år,Høy innvandring (MMH),2084,0.3517648628440711,619069.9268246922
4862,785275,60-69 år,Høy innvandring (MMH),2084,0.4600095954156727,361234.03504004236
4863,773249,70-79 år,Høy innvandring (MMH),2084,0.5801394703743905,448592.2653275271
4864,998891,80 år eller eldre,Høy innvandring (MMH),2084,0.686782386503144,686020.744836512
4865,738634,0-9 år,Høy innvandring (MMH),2085,0.3156671442232106,233162.48540616696
4866,763590,10-19 år,Høy innvandring (MMH),2085,0.25080832122654634,191514.72600537853
4867,1690438,20-39 år,Høy innvandring (MMH),2085,0.31545352087433354,533254.6189197666
4868,1771191,40-59 år,Høy innvandring (MMH),2085,0.3517648628440711,623042.7591856532
4869,784929,60-69 år,Høy innvandring (MMH),2085,0.4600095954156727,361074.8717200286
4870,775473,70-79 år,Høy innvandring (MMH),2085,0.5801394703743905,449882.49550963973
4871,1007005,80 år eller eldre,Høy innvandring (MMH),2085,0.686782386503144,691593.2971205986
4872,740366,0-9 år,Høy innvandring (MMH),2086,0.3156671442232106,233709.22089996157
4873,766859,10-19 år,Høy innvandring (MMH),2086,0.25080832122654634,192334.6184074681
4874,1698186,20-39 år,Høy innvandring (MMH),2086,0.31545352087433354,535698.752799501
4875,1781655,40-59 år,Høy innvandring (MMH),2086,0.3517648628440711,626723.6267104535
4876,785460,60-69 år,Høy innvandring (MMH),2086,0.4600095954156727,361319.1368151943
4877,777396,70-79 år,Høy innvandring (MMH),2086,0.5801394703743905,450998.1037111697
4878,1014773,80 år eller eldre,Høy innvandring (MMH),2086,0.686782386503144,696928.222698955
4879,742333,0-9 år,Høy innvandring (MMH),2087,0.3156671442232106,234330.1381726486
4880,769753,10-19 år,Høy innvandring (MMH),2087,0.25080832122654634,193060.45768909773
4881,1706622,20-39 år,Høy innvandring (MMH),2087,0.31545352087433354,538359.9187015969
4882,1791258,40-59 år,Høy innvandring (MMH),2087,0.3517648628440711,630101.6246883451
4883,786671,60-69 år,Høy innvandring (MMH),2087,0.4600095954156727,361876.20843524265
4884,777843,70-79 år,Høy innvandring (MMH),2087,0.5801394703743905,451257.42605442705
4885,1023659,80 år eller eldre,Høy innvandring (MMH),2087,0.686782386503144,703030.9709854219
4886,744588,0-9 år,Høy innvandring (MMH),2088,0.3156671442232106,235041.96758287196
4887,772307,10-19 år,Høy innvandring (MMH),2088,0.25080832122654634,193701.02214151033
4888,1715700,20-39 år,Høy innvandring (MMH),2088,0.31545352087433354,541223.605764094
4889,1800086,40-59 år,Høy innvandring (MMH),2088,0.3517648628440711,633207.0048975325
4890,790547,60-69 år,Høy innvandring (MMH),2088,0.4600095954156727,363659.2056270738
4891,776400,70-79 år,Høy innvandring (MMH),2088,0.5801394703743905,450420.2847986768
4892,1032072,80 år eller eldre,Høy innvandring (MMH),2088,0.686782386503144,708808.8712030728
4893,747158,0-9 år,Høy innvandring (MMH),2089,0.3156671442232106,235853.23214352562
4894,774565,10-19 år,Høy innvandring (MMH),2089,0.25080832122654634,194267.34733083987
4895,1725347,20-39 år,Høy innvandring (MMH),2089,0.31545352087433354,544266.7858799688
4896,1808194,40-59 år,Høy innvandring (MMH),2089,0.3517648628440711,636059.1144054723
4897,796255,60-69 år,Høy innvandring (MMH),2089,0.4600095954156727,366284.94039770646
4898,772243,70-79 år,Høy innvandring (MMH),2089,0.5801394703743905,448008.64502033044
4899,1041739,80 år eller eldre,Høy innvandring (MMH),2089,0.686782386503144,715447.9965333987
4900,750062,0-9 år,Høy innvandring (MMH),2090,0.3156671442232106,236769.92953034982
4901,776583,10-19 år,Høy innvandring (MMH),2090,0.25080832122654634,194773.47852307503
4902,1735480,20-39 år,Høy innvandring (MMH),2090,0.31545352087433354,547463.2764069884
4903,1815770,40-59 år,Høy innvandring (MMH),2090,0.3517648628440711,638724.0850063789
4904,802636,60-69 år,Høy innvandring (MMH),2090,0.4600095954156727,369220.2616260539
4905,767033,70-79 år,Høy innvandring (MMH),2090,0.5801394703743905,444986.11837967986
4906,1052074,80 år eller eldre,Høy innvandring (MMH),2090,0.686782386503144,722545.8924979088
4907,753312,0-9 år,Høy innvandring (MMH),2091,0.3156671442232106,237795.84774907524
4908,778428,10-19 år,Høy innvandring (MMH),2091,0.25080832122654634,195236.21987573802
4909,1745982,20-39 år,Høy innvandring (MMH),2091,0.31545352087433354,550776.1692832106
4910,1822772,40-59 år,Høy innvandring (MMH),2091,0.3517648628440711,641187.1425760132
4911,810606,60-69 år,Høy innvandring (MMH),2091,0.4600095954156727,372886.5381015168
4912,761538,70-79 år,Høy innvandring (MMH),2091,0.5801394703743905,441798.2519899726
4913,1061584,80 år eller eldre,Høy innvandring (MMH),2091,0.686782386503144,729077.1929935537
4914,756899,0-9 år,Høy innvandring (MMH),2092,0.3156671442232106,238928.1457954039
4915,780168,10-19 år,Høy innvandring (MMH),2092,0.25080832122654634,195672.6263546722
4916,1756737,20-39 år,Høy innvandring (MMH),2092,0.31545352087433354,554168.8719002141
4917,1829243,40-59 år,Høy innvandring (MMH),2092,0.3517648628440711,643463.4130034772
4918,816114,60-69 år,Høy innvandring (MMH),2092,0.4600095954156727,375420.2709530663
4919,760320,70-79 år,Høy innvandring (MMH),2092,0.5801394703743905,441091.6421150566
4920,1069870,80 år eller eldre,Høy innvandring (MMH),2092,0.686782386503144,734767.8718481187
4921,760803,0-9 år,Høy innvandring (MMH),2093,0.3156671442232106,240160.5103264513
4922,781878,10-19 år,Høy innvandring (MMH),2093,0.25080832122654634,196101.5085839696
4923,1767619,20-39 år,Høy innvandring (MMH),2093,0.31545352087433354,557601.6371143686
4924,1835187,40-59 år,Høy innvandring (MMH),2093,0.3517648628440711,645554.3033482223
4925,823498,60-69 år,Høy innvandring (MMH),2093,0.4600095954156727,378816.98180561565
4926,758158,70-79 år,Høy innvandring (MMH),2093,0.5801394703743905,439837.38058010716
4927,1077930,80 år eller eldre,Høy innvandring (MMH),2093,0.686782386503144,740303.337883334
4928,765003,0-9 år,Høy innvandring (MMH),2094,0.3156671442232106,241486.3123321888
4929,783626,10-19 år,Høy innvandring (MMH),2094,0.25080832122654634,196539.9215294736
4930,1778501,20-39 år,Høy innvandring (MMH),2094,0.31545352087433354,561034.4023285231
4931,1840681,40-59 år,Høy innvandring (MMH),2094,0.3517648628440711,647486.8995046876
4932,831220,60-69 år,Høy innvandring (MMH),2094,0.4600095954156727,382369.17590141547
4933,757675,70-79 år,Høy innvandring (MMH),2094,0.5801394703743905,439557.1732159163
4934,1084734,80 år eller eldre,Høy innvandring (MMH),2094,0.686782386503144,744976.2052411014
4935,769453,0-9 år,Høy innvandring (MMH),2095,0.3156671442232106,242891.03112398207
4936,785494,10-19 år,Høy innvandring (MMH),2095,0.25080832122654634,197008.43147352478
4937,1789291,20-39 år,Høy innvandring (MMH),2095,0.31545352087433354,564438.1458187571
4938,1845863,40-59 år,Høy innvandring (MMH),2095,0.3517648628440711,649309.7450239456
4939,839031,60-69 år,Høy innvandring (MMH),2095,0.4600095954156727,385962.3108512073
4940,757798,70-79 år,Høy innvandring (MMH),2095,0.5801394703743905,439628.53037077235
4941,1091552,80 år eller eldre,Høy innvandring (MMH),2095,0.686782386503144,749658.6875522799
4942,774109,0-9 år,Høy innvandring (MMH),2096,0.3156671442232106,244360.77734748536
4943,787536,10-19 år,Høy innvandring (MMH),2096,0.25080832122654634,197520.5820654694
4944,1799887,20-39 år,Høy innvandring (MMH),2096,0.31545352087433354,567780.6913259416
4945,1850704,40-59 år,Høy innvandring (MMH),2096,0.3517648628440711,651012.6387249738
4946,846861,60-69 år,Høy innvandring (MMH),2096,0.4600095954156727,389564.185983312
4947,758770,70-79 år,Høy innvandring (MMH),2096,0.5801394703743905,440192.42593597627
4948,1098320,80 år eller eldre,Høy innvandring (MMH),2096,0.686782386503144,754306.8307441332
4949,778934,0-9 år,Høy innvandring (MMH),2097,0.3156671442232106,245883.87131836233
