,Befolkning,Alder,Alternativ,År,Pas rate,Pasienter på somatisk
1423,1727798,20-39 år,Høy nasjonal vekst (HHH),2067,0.31545352087433354,545039.9624596317
1424,1660412,40-59 år,Høy nasjonal vekst (HHH),2067,0.3517648628440711,584074.5994446498
1425,790802,60-69 år,Høy nasjonal vekst (HHH),2067,0.4600095954156727,363776.5080739048
1426,760406,70-79 år,Høy nasjonal vekst (HHH),2067,0.5801394703743905,441141.5341095088
1427,883861,80 år eller eldre,Høy nasjonal vekst (HHH),2067,0.686782386503144,607020.1669170554
1428,814461,0-9 år,Høy nasjonal vekst (HHH),2068,0.3156671442232106,257098.57795118034
1429,777563,10-19 år,Høy nasjonal vekst (HHH),2068,0.25080832122654634,195019.27067787704
1430,1736318,20-39 år,Høy nasjonal vekst (HHH),2068,0.31545352087433354,547727.6264574811
1431,1667155,40-59 år,Høy nasjonal vekst (HHH),2068,0.3517648628440711,586446.5499148073
1432,791342,60-69 år,Høy nasjonal vekst (HHH),2068,0.4600095954156727,364024.9132554293
1433,766660,70-79 år,Høy nasjonal vekst (HHH),2068,0.5801394703743905,444769.7263572302
1434,896864,80 år eller eldre,Høy nasjonal vekst (HHH),2068,0.686782386503144,615950.3982887558
1435,821517,0-9 år,Høy nasjonal vekst (HHH),2069,0.3156671442232106,259325.9253208193
1436,783506,10-19 år,Høy nasjonal vekst (HHH),2069,0.25080832122654634,196509.82453092642
1437,1744277,20-39 år,Høy nasjonal vekst (HHH),2069,0.31545352087433354,550238.3210301199
1438,1672875,40-59 år,Høy nasjonal vekst (HHH),2069,0.3517648628440711,588458.6449302754
1439,794819,60-69 år,Høy nasjonal vekst (HHH),2069,0.4600095954156727,365624.36661868956
1440,768691,70-79 år,Høy nasjonal vekst (HHH),2069,0.5801394703743905,445947.9896215606
1441,912468,80 år eller eldre,Høy nasjonal vekst (HHH),2069,0.686782386503144,626666.9506477509
1442,828234,0-9 år,Høy nasjonal vekst (HHH),2070,0.3156671442232106,261446.26152856663
1443,790206,10-19 år,Høy nasjonal vekst (HHH),2070,0.25080832122654634,198190.2402831443
1444,1751862,20-39 år,Høy nasjonal vekst (HHH),2070,0.31545352087433354,552631.0359859517
1445,1678206,40-59 år,Høy nasjonal vekst (HHH),2070,0.3517648628440711,590333.9034140971
1446,798570,60-69 år,Høy nasjonal vekst (HHH),2070,0.4600095954156727,367349.86261109373
1447,770270,70-79 år,Høy nasjonal vekst (HHH),2070,0.5801394703743905,446864.0298452818
1448,929080,80 år eller eldre,Høy nasjonal vekst (HHH),2070,0.686782386503144,638075.779652341
1449,834566,0-9 år,Høy nasjonal vekst (HHH),2071,0.3156671442232106,263445.065885788
1450,797507,10-19 år,Høy nasjonal vekst (HHH),2071,0.25080832122654634,200021.3918364193
1451,1759137,20-39 år,Høy nasjonal vekst (HHH),2071,0.31545352087433354,554925.9603503125
1452,1684912,40-59 år,Høy nasjonal vekst (HHH),2071,0.3517648628440711,592692.8385843296
1453,801610,60-69 år,Høy nasjonal vekst (HHH),2071,0.4600095954156727,368748.29178115743
1454,770313,70-79 år,Høy nasjonal vekst (HHH),2071,0.5801394703743905,446888.97584250785
1455,947425,80 år eller eldre,Høy nasjonal vekst (HHH),2071,0.686782386503144,650674.8025327412
1456,840488,0-9 år,Høy nasjonal vekst (HHH),2072,0.3156671442232106,265314.44671387784
1457,805245,10-19 år,Høy nasjonal vekst (HHH),2072,0.25080832122654634,201962.14662607032
1458,1766193,20-39 år,Høy nasjonal vekst (HHH),2072,0.31545352087433354,557151.8003936018
1459,1693567,40-59 år,Høy nasjonal vekst (HHH),2072,0.3517648628440711,595737.3634722449
1460,805629,60-69 år,Høy nasjonal vekst (HHH),2072,0.4600095954156727,370597.070345133
1461,768352,70-79 år,Høy nasjonal vekst (HHH),2072,0.5801394703743905,445751.3223411037
1462,965529,80 år eller eldre,Høy nasjonal vekst (HHH),2072,0.686782386503144,663108.3108579941
1463,845970,0-9 år,Høy nasjonal vekst (HHH),2073,0.3156671442232106,267044.9339985095
1464,813248,10-19 år,Høy nasjonal vekst (HHH),2073,0.25080832122654634,203969.36562084637
1465,1773089,20-39 år,Høy nasjonal vekst (HHH),2073,0.31545352087433354,559327.1678735511
1466,1703205,40-59 år,Høy nasjonal vekst (HHH),2073,0.3517648628440711,599127.6732203361
1467,810451,60-69 år,Høy nasjonal vekst (HHH),2073,0.4600095954156727,372815.23661422735
1468,765800,70-79 år,Høy nasjonal vekst (HHH),2073,0.5801394703743905,444270.80641270825
1469,983161,80 år eller eldre,Høy nasjonal vekst (HHH),2073,0.686782386503144,675217.6578968177
1470,850994,0-9 år,Høy nasjonal vekst (HHH),2074,0.3156671442232106,268630.8457310869
1471,821377,10-19 år,Høy nasjonal vekst (HHH),2074,0.25080832122654634,206008.18646409694
1472,1779937,20-39 år,Høy nasjonal vekst (HHH),2074,0.31545352087433354,561487.3935844987
1473,1714993,40-59 år,Høy nasjonal vekst (HHH),2074,0.3517648628440711,603274.277423542
1474,812819,60-69 år,Høy nasjonal vekst (HHH),2074,0.4600095954156727,373904.5393361717
1475,764793,70-79 år,Høy nasjonal vekst (HHH),2074,0.5801394703743905,443686.6059660412
1476,1000333,80 år eller eldre,Høy nasjonal vekst (HHH),2074,0.686782386503144,687011.0850378496
1477,855562,0-9 år,Høy nasjonal vekst (HHH),2075,0.3156671442232106,270072.8132458985
1478,829490,10-19 år,Høy nasjonal vekst (HHH),2075,0.25080832122654634,208042.99437420792
1479,1786915,20-39 år,Høy nasjonal vekst (HHH),2075,0.31545352087433354,563688.6282531597
1480,1727497,40-59 år,Høy nasjonal vekst (HHH),2075,0.3517648628440711,607672.7452685443
1481,814511,60-69 år,Høy nasjonal vekst (HHH),2075,0.4600095954156727,374682.875571615
1482,764291,70-79 år,Høy nasjonal vekst (HHH),2075,0.5801394703743905,443395.3759519133
1483,1017700,80 år eller eldre,Høy nasjonal vekst (HHH),2075,0.686782386503144,698938.4347442497
1484,859684,0-9 år,Høy nasjonal vekst (HHH),2076,0.3156671442232106,271373.99321438663
1485,837490,10-19 år,Høy nasjonal vekst (HHH),2076,0.25080832122654634,210049.4609440203
1486,1793988,20-39 år,Høy nasjonal vekst (HHH),2076,0.31545352087433354,565919.8310063039
1487,1740930,40-59 år,Høy nasjonal vekst (HHH),2076,0.3517648628440711,612398.0026711287
1488,815908,60-69 år,Høy nasjonal vekst (HHH),2076,0.4600095954156727,375325.50897641067
1489,763485,70-79 år,Høy nasjonal vekst (HHH),2076,0.5801394703743905,442927.7835387915
1490,1035319,80 år eller eldre,Høy nasjonal vekst (HHH),2076,0.686782386503144,711038.8536120486
1491,863388,0-9 år,Høy nasjonal vekst (HHH),2077,0.3156671442232106,272543.22431658936
1492,845298,10-19 år,Høy nasjonal vekst (HHH),2077,0.25080832122654634,212007.77231615718
1493,1801154,20-39 år,Høy nasjonal vekst (HHH),2077,0.31545352087433354,568180.3709368893
1494,1755109,40-59 år,Høy nasjonal vekst (HHH),2077,0.3517648628440711,617385.6766613948
1495,815742,60-69 år,Høy nasjonal vekst (HHH),2077,0.4600095954156727,375249.14738357166
1496,763651,70-79 år,Høy nasjonal vekst (HHH),2077,0.5801394703743905,443024.08669087366
1497,1053349,80 år eller eldre,Høy nasjonal vekst (HHH),2077,0.686782386503144,723421.5400407002
1498,866732,0-9 år,Høy nasjonal vekst (HHH),2078,0.3156671442232106,273598.8152468718
1499,852856,10-19 år,Høy nasjonal vekst (HHH),2078,0.25080832122654634,213903.3816079874
1500,1808058,20-39 år,Høy nasjonal vekst (HHH),2078,0.31545352087433354,570358.2620450058
1501,1772542,40-59 år,Høy nasjonal vekst (HHH),2078,0.3517648628440711,623517.9935153555
1502,813651,60-69 år,Høy nasjonal vekst (HHH),2078,0.4600095954156727,374287.2673195575
1503,764744,70-79 år,Høy nasjonal vekst (HHH),2078,0.5801394703743905,443658.1791319929
1504,1069975,80 år eller eldre,Høy nasjonal vekst (HHH),2078,0.686782386503144,734839.9839987016
1505,869786,0-9 år,Høy nasjonal vekst (HHH),2079,0.3156671442232106,274562.8627053295
1506,860124,10-19 år,Høy nasjonal vekst (HHH),2079,0.25080832122654634,215726.25648666194
1507,1815659,20-39 år,Høy nasjonal vekst (HHH),2079,0.31545352087433354,572756.0242571715
1508,1791404,40-59 år,Høy nasjonal vekst (HHH),2079,0.3517648628440711,630152.9823583204
1509,808736,60-69 år,Høy nasjonal vekst (HHH),2079,0.4600095954156727,372026.3201580895
1510,768688,70-79 år,Høy nasjonal vekst (HHH),2079,0.5801394703743905,445946.2492031495
1511,1084773,80 år eller eldre,Høy nasjonal vekst (HHH),2079,0.686782386503144,745002.9897541751
1512,872636,0-9 år,Høy nasjonal vekst (HHH),2080,0.3156671442232106,275462.5140663656
1513,867052,10-19 år,Høy nasjonal vekst (HHH),2080,0.25080832122654634,217463.85653611945
1514,1823964,20-39 år,Høy nasjonal vekst (HHH),2080,0.31545352087433354,575375.8657480329
1515,1810651,40-59 år,Høy nasjonal vekst (HHH),2080,0.3517648628440711,636923.4006734802
1516,802717,60-69 år,Høy nasjonal vekst (HHH),2080,0.4600095954156727,369257.5224032826
1517,772908,70-79 år,Høy nasjonal vekst (HHH),2080,0.5801394703743905,448394.4377681294
1518,1099908,80 år eller eldre,Høy nasjonal vekst (HHH),2080,0.686782386503144,755397.4411739002
1519,875383,0-9 år,Høy nasjonal vekst (HHH),2081,0.3156671442232106,276329.6517115468
1520,873610,10-19 år,Høy nasjonal vekst (HHH),2081,0.25080832122654634,219108.65750672316
1521,1832997,20-39 år,Høy nasjonal vekst (HHH),2081,0.31545352087433354,578225.3574020908
1522,1831080,40-59 år,Høy nasjonal vekst (HHH),2081,0.3517648628440711,644109.6050565217
1523,796438,60-69 år,Høy nasjonal vekst (HHH),2081,0.4600095954156727,366369.12215366756
1524,776428,70-79 år,Høy nasjonal vekst (HHH),2081,0.5801394703743905,450436.52870384726
1525,1115040,80 år eller eldre,Høy nasjonal vekst (HHH),2081,0.686782386503144,765789.8322464657
1526,878143,0-9 år,Høy nasjonal vekst (HHH),2082,0.3156671442232106,277200.8930296028
1527,879760,10-19 år,Høy nasjonal vekst (HHH),2082,0.25080832122654634,220651.1286822664
1528,1842783,20-39 år,Høy nasjonal vekst (HHH),2082,0.31545352087433354,581312.385557367
1529,1848427,40-59 år,Høy nasjonal vekst (HHH),2082,0.3517648628440711,650211.6701322778
1530,794588,60-69 år,Høy nasjonal vekst (HHH),2082,0.4600095954156727,365518.1044021486
1531,780887,70-79 år,Høy nasjonal vekst (HHH),2082,0.5801394703743905,453023.37060224666
1532,1127269,80 år eller eldre,Høy nasjonal vekst (HHH),2082,0.686782386503144,774188.4940510127
1533,881022,0-9 år,Høy nasjonal vekst (HHH),2083,0.3156671442232106,278109.6987378215
1534,885482,10-19 år,Høy nasjonal vekst (HHH),2083,0.25080832122654634,222086.2538963247
1535,1853364,20-39 år,Høy nasjonal vekst (HHH),2083,0.31545352087433354,584650.1992617383
1536,1864295,40-59 år,Høy nasjonal vekst (HHH),2083,0.3517648628440711,655793.4749758876
1537,794502,60-69 år,Høy nasjonal vekst (HHH),2083,0.4600095954156727,365478.5435769428
1538,786093,70-79 år,Høy nasjonal vekst (HHH),2083,0.5801394703743905,456043.57668501575
1539,1137820,80 år eller eldre,Høy nasjonal vekst (HHH),2083,0.686782386503144,781434.7350110074
1540,884125,0-9 år,Høy nasjonal vekst (HHH),2084,0.3156671442232106,279089.2138863461
1541,890762,10-19 år,Høy nasjonal vekst (HHH),2084,0.25080832122654634,223410.52183240087
1542,1864758,20-39 år,Høy nasjonal vekst (HHH),2084,0.31545352087433354,588244.4766785805
1543,1878474,40-59 år,Høy nasjonal vekst (HHH),2084,0.3517648628440711,660781.1489661536
1544,797474,60-69 år,Høy nasjonal vekst (HHH),2084,0.4600095954156727,366845.69209451816
1545,788890,70-79 år,Høy nasjonal vekst (HHH),2084,0.5801394703743905,457666.2267836529
1546,1148764,80 år eller eldre,Høy nasjonal vekst (HHH),2084,0.686782386503144,788950.8814488978
1547,887548,0-9 år,Høy nasjonal vekst (HHH),2085,0.3156671442232106,280169.74252102216
1548,895581,10-19 år,Høy nasjonal vekst (HHH),2085,0.25080832122654634,224619.1671323916
1549,1876979,20-39 år,Høy nasjonal vekst (HHH),2085,0.31545352087433354,592099.6341571857
1550,1891024,40-59 år,Høy nasjonal vekst (HHH),2085,0.3517648628440711,665195.7979948467
1551,802080,60-69 år,Høy nasjonal vekst (HHH),2085,0.4600095954156727,368964.4962910028
1552,790998,70-79 år,Høy nasjonal vekst (HHH),2085,0.5801394703743905,458889.1607872021
1553,1159737,80 år eller eldre,Høy nasjonal vekst (HHH),2085,0.686782386503144,796486.9445759967
1554,891368,0-9 år,Høy nasjonal vekst (HHH),2086,0.3156671442232106,281375.5910119548
1555,899972,10-19 år,Høy nasjonal vekst (HHH),2086,0.25080832122654634,225720.46647089737
1556,1890004,20-39 år,Høy nasjonal vekst (HHH),2086,0.31545352087433354,596208.4162665738
1557,1902416,40-59 år,Høy nasjonal vekst (HHH),2086,0.3517648628440711,669203.1033123664
1558,807923,60-69 år,Høy nasjonal vekst (HHH),2086,0.4600095954156727,371652.33235701657
1559,792824,70-79 år,Høy nasjonal vekst (HHH),2086,0.5801394703743905,459948.49546010577
1560,1169982,80 år eller eldre,Høy nasjonal vekst (HHH),2086,0.686782386503144,803523.0301257215
1561,895638,0-9 år,Høy nasjonal vekst (HHH),2087,0.3156671442232106,282723.48971778795
1562,903952,10-19 år,Høy nasjonal vekst (HHH),2087,0.25080832122654634,226718.683589379
1563,1903781,20-39 år,Høy nasjonal vekst (HHH),2087,0.31545352087433354,600554.4194236596
1564,1912992,40-59 år,Høy nasjonal vekst (HHH),2087,0.3517648628440711,672923.3685018052
1565,814444,60-69 år,Høy nasjonal vekst (HHH),2087,0.4600095954156727,374652.05492872215
1566,793130,70-79 år,Høy nasjonal vekst (HHH),2087,0.5801394703743905,460126.0181380403
1567,1181694,80 år eller eldre,Høy nasjonal vekst (HHH),2087,0.686782386503144,811566.6254364463
1568,900394,0-9 år,Høy nasjonal vekst (HHH),2088,0.3156671442232106,284224.8026557135
1569,907578,10-19 år,Høy nasjonal vekst (HHH),2088,0.25080832122654634,227628.11456214648
1570,1918236,20-39 år,Høy nasjonal vekst (HHH),2088,0.31545352087433354,605114.3000678981
1571,1922897,40-59 år,Høy nasjonal vekst (HHH),2088,0.3517648628440711,676407.5994682758
1572,823633,60-69 år,Høy nasjonal vekst (HHH),2088,0.4600095954156727,378879.08310099674
1573,791504,70-79 år,Høy nasjonal vekst (HHH),2088,0.5801394703743905,459182.7113592116
1574,1192798,80 år eller eldre,Høy nasjonal vekst (HHH),2088,0.686782386503144,819192.6570561773
1575,905653,0-9 år,Høy nasjonal vekst (HHH),2089,0.3156671442232106,285884.89616718335
1576,910914,10-19 år,Høy nasjonal vekst (HHH),2089,0.25080832122654634,228464.81112175822
1577,1933223,20-39 år,Høy nasjonal vekst (HHH),2089,0.31545352087433354,609842.0019852417
1578,1932264,40-59 år,Høy nasjonal vekst (HHH),2089,0.3517648628440711,679702.5809385362
1579,834611,60-69 år,Høy nasjonal vekst (HHH),2089,0.4600095954156727,383929.06843947
1580,787087,70-79 år,Høy nasjonal vekst (HHH),2089,0.5801394703743905,456620.2353185679
1581,1204822,80 år eller eldre,Høy nasjonal vekst (HHH),2089,0.686782386503144,827450.5284714911
1582,911397,0-9 år,Høy nasjonal vekst (HHH),2090,0.3156671442232106,287698.0882436015
1583,914051,10-19 år,Høy nasjonal vekst (HHH),2090,0.25080832122654634,229251.59682544591
1584,1948608,20-39 år,Høy nasjonal vekst (HHH),2090,0.31545352087433354,614695.2544038934
1585,1941292,40-59 år,Høy nasjonal vekst (HHH),2090,0.3517648628440711,682878.3141202924
1586,846279,60-69 år,Høy nasjonal vekst (HHH),2090,0.4600095954156727,389296.46039878007
1587,781582,70-79 år,Høy nasjonal vekst (HHH),2090,0.5801394703743905,453426.5675341569
1588,1217839,80 år eller eldre,Høy nasjonal vekst (HHH),2090,0.686782386503144,836390.3747966024
1589,917602,0-9 år,Høy nasjonal vekst (HHH),2091,0.3156671442232106,289656.8028735065
1590,917088,10-19 år,Høy nasjonal vekst (HHH),2091,0.25080832122654634,230013.30169701093
1591,1964199,20-39 år,Høy nasjonal vekst (HHH),2091,0.31545352087433354,619613.4902478451
1592,1950024,40-59 år,Høy nasjonal vekst (HHH),2091,0.3517648628440711,685949.9249026469
1593,859524,60-69 år,Høy nasjonal vekst (HHH),2091,0.4600095954156727,395389.28749006067
1594,775795,70-79 år,Høy nasjonal vekst (HHH),2091,0.5801394703743905,450069.30041910027
1595,1229665,80 år eller eldre,Høy nasjonal vekst (HHH),2091,0.686782386503144,844512.2632993886
1596,924212,0-9 år,Høy nasjonal vekst (HHH),2092,0.3156671442232106,291743.3626968219
1597,920134,10-19 år,Høy nasjonal vekst (HHH),2092,0.25080832122654634,230777.263843467
1598,1979813,20-39 år,Høy nasjonal vekst (HHH),2092,0.31545352087433354,624538.9815227769
1599,1958539,40-59 år,Høy nasjonal vekst (HHH),2092,0.3517648628440711,688945.2027097641
1600,870259,60-69 år,Høy nasjonal vekst (HHH),2092,0.4600095954156727,400327.4904968479
1601,774346,70-79 år,Høy nasjonal vekst (HHH),2092,0.5801394703743905,449228.6783265278
1602,1240485,80 år eller eldre,Høy nasjonal vekst (HHH),2092,0.686782386503144,851943.2487213527
1603,931172,0-9 år,Høy nasjonal vekst (HHH),2093,0.3156671442232106,293940.4060206155
1604,923297,10-19 år,Høy nasjonal vekst (HHH),2093,0.25080832122654634,231570.57056350657
1605,1995267,20-39 år,Høy nasjonal vekst (HHH),2093,0.31545352087433354,629414.0002343688
1606,1966899,40-59 år,Høy nasjonal vekst (HHH),2093,0.3517648628440711,691885.9569631406
1607,880191,60-69 år,Høy nasjonal vekst (HHH),2093,0.4600095954156727,404896.3057985164
1608,774611,70-79 år,Høy nasjonal vekst (HHH),2093,0.5801394703743905,449382.415286177
1609,1250452,80 år eller eldre,Høy nasjonal vekst (HHH),2093,0.686782386503144,858788.4087676295
1610,938413,0-9 år,Høy nasjonal vekst (HHH),2094,0.3156671442232106,296226.15181193576
1611,926676,10-19 år,Høy nasjonal vekst (HHH),2094,0.25080832122654634,232418.05188093105
1612,2010398,20-39 år,Høy nasjonal vekst (HHH),2094,0.31545352087433354,634187.1274587184
1613,1975214,40-59 år,Høy nasjonal vekst (HHH),2094,0.3517648628440711,694810.881797689
1614,889168,60-69 år,Høy nasjonal vekst (HHH),2094,0.4600095954156727,409025.8119365629
1615,777875,70-79 år,Høy nasjonal vekst (HHH),2094,0.5801394703743905,451275.990517479
1616,1259168,80 år eller eldre,Høy nasjonal vekst (HHH),2094,0.686782386503144,864774.4040483909
1617,945858,0-9 år,Høy nasjonal vekst (HHH),2095,0.3156671442232106,298576.2937006776
1618,930371,10-19 år,Høy nasjonal vekst (HHH),2095,0.25080832122654634,233344.78862786313
1619,2025087,20-39 år,Høy nasjonal vekst (HHH),2095,0.31545352087433354,638820.8242268414
1620,1983651,40-59 år,Høy nasjonal vekst (HHH),2095,0.3517648628440711,697778.7219455045
1621,897224,60-69 år,Høy nasjonal vekst (HHH),2095,0.4600095954156727,412731.6492372315
1622,782759,70-79 år,Høy nasjonal vekst (HHH),2095,0.5801394703743905,454109.39169078757
1623,1267400,80 år eller eldre,Høy nasjonal vekst (HHH),2095,0.686782386503144,870427.9966540848
1624,953432,0-9 år,Høy nasjonal vekst (HHH),2096,0.3156671442232106,300967.1566510242
1625,934456,10-19 år,Høy nasjonal vekst (HHH),2096,0.25080832122654634,234369.34062007358
1626,2039242,20-39 år,Høy nasjonal vekst (HHH),2096,0.31545352087433354,643286.0688148177
1627,1992165,40-59 år,Høy nasjonal vekst (HHH),2096,0.3517648628440711,700773.6479877589
1628,904946,60-69 år,Høy nasjonal vekst (HHH),2096,0.4600095954156727,416283.84333303134
1629,788834,70-79 år,Høy nasjonal vekst (HHH),2096,0.5801394703743905,457633.73897331196
1630,1275271,80 år eller eldre,Høy nasjonal vekst (HHH),2096,0.686782386503144,875833.660818251
1631,961057,0-9 år,Høy nasjonal vekst (HHH),2097,0.3156671442232106,303374.11862572614
1632,938983,10-19 år,Høy nasjonal vekst (HHH),2097,0.25080832122654634,235504.74989026616
1633,2052816,20-39 år,Høy nasjonal vekst (HHH),2097,0.31545352087433354,647568.0349071659
1634,2000743,40-59 år,Høy nasjonal vekst (HHH),2097,0.3517648628440711,703791.0869812353
1635,912717,60-69 år,Høy nasjonal vekst (HHH),2097,0.4600095954156727,419858.57789900654
1636,795574,70-79 år,Høy nasjonal vekst (HHH),2097,0.5801394703743905,461543.8790036354
1637,1283888,80 år eller eldre,Høy nasjonal vekst (HHH),2097,0.686782386503144,881751.6646427487
1638,968668,0-9 år,Høy nasjonal vekst (HHH),2098,0.3156671442232106,305776.661260409
1639,943992,10-19 år,Høy nasjonal vekst (HHH),2098,0.25080832122654634,236761.04877128993
1640,2065818,20-39 år,Høy nasjonal vekst (HHH),2098,0.31545352087433354,651669.561585574
1641,2009049,40-59 år,Høy nasjonal vekst (HHH),2098,0.3517648628440711,706712.8459320182
1642,920989,60-69 år,Høy nasjonal vekst (HHH),2098,0.4600095954156727,423663.777272285
1643,804918,70-79 år,Høy nasjonal vekst (HHH),2098,0.5801394703743905,466964.7022148137
1644,1290587,80 år eller eldre,Høy nasjonal vekst (HHH),2098,0.686782386503144,886352.4198499331
1645,976201,0-9 år,Høy nasjonal vekst (HHH),2099,0.3156671442232106,308154.58185784245
1646,949486,10-19 år,Høy nasjonal vekst (HHH),2099,0.25080832122654634,238138.9896881086
1647,2078251,20-39 år,Høy nasjonal vekst (HHH),2099,0.31545352087433354,655591.5952106046
1648,2018018,40-59 år,Høy nasjonal vekst (HHH),2099,0.3517648628440711,709867.8249868667
1649,928870,60-69 år,Høy nasjonal vekst (HHH),2099,0.4600095954156727,427289.1128937559
1650,816014,70-79 år,Høy nasjonal vekst (HHH),2099,0.5801394703743905,473401.9297780879
1651,1296611,80 år eller eldre,Høy nasjonal vekst (HHH),2099,0.686782386503144,890489.5969462281
1652,983598,0-9 år,Høy nasjonal vekst (HHH),2100,0.3156671442232106,310489.5717236615
1653,955464,10-19 år,Høy nasjonal vekst (HHH),2100,0.25080832122654634,239638.32183240086
1654,2090169,20-39 år,Høy nasjonal vekst (HHH),2100,0.31545352087433354,659351.1702723849
1655,2027656,40-59 år,Høy nasjonal vekst (HHH),2100,0.3517648628440711,713258.1347349578
1656,936441,60-69 år,Høy nasjonal vekst (HHH),2100,0.4600095954156727,430771.845540648
1657,827761,70-79 år,Høy nasjonal vekst (HHH),2100,0.5801394703743905,480216.8281365759
1658,1301964,80 år eller eldre,Høy nasjonal vekst (HHH),2100,0.686782386503144,894165.9430611795
1659,587714,0-9 år,Lav fruktbarhet (LMM),2022,0.3156671442232106,185522.0
1660,647020,10-19 år,Lav fruktbarhet (LMM),2022,0.25080832122654634,162278.0
1661,1450705,20-39 år,Lav fruktbarhet (LMM),2022,0.31545352087433354,457630.00000000006
1662,1439092,40-59 år,Lav fruktbarhet (LMM),2022,0.3517648628440711,506221.99999999994
1663,596118,60-69 år,Lav fruktbarhet (LMM),2022,0.4600095954156727,274220.0
1664,464328,70-79 år,Lav fruktbarhet (LMM),2022,0.5801394703743905,269375.0
1665,240293,80 år eller eldre,Lav fruktbarhet (LMM),2022,0.686782386503144,165029.0
1666,576240,0-9 år,Lav fruktbarhet (LMM),2023,0.3156671442232106,181900.0351871829
1667,653111,10-19 år,Lav fruktbarhet (LMM),2023,0.25080832122654634,163805.6734845909
1668,1464724,20-39 år,Lav fruktbarhet (LMM),2023,0.31545352087433354,462052.3429091373
1669,1446671,40-59 år,Lav fruktbarhet (LMM),2023,0.3517648628440711,508888.0258954952
1670,602573,60-69 år,Lav fruktbarhet (LMM),2023,0.4600095954156727,277189.36193840817
1671,476286,70-79 år,Lav fruktbarhet (LMM),2023,0.5801394703743905,276312.307786737
1672,248140,80 år eller eldre,Lav fruktbarhet (LMM),2023,0.686782386503144,170418.18138689015
1673,565450,0-9 år,Lav fruktbarhet (LMM),2024,0.3156671442232106,178493.98670101445
1674,654514,10-19 år,Lav fruktbarhet (LMM),2024,0.25080832122654634,164157.55755927175
1675,1472337,20-39 år,Lav fruktbarhet (LMM),2024,0.31545352087433354,464453.8905635536
1676,1450939,40-59 år,Lav fruktbarhet (LMM),2024,0.3517648628440711,510389.3583301137
1677,609780,60-69 år,Lav fruktbarhet (LMM),2024,0.4600095954156727,280504.6510925689
1678,486140,70-79 år,Lav fruktbarhet (LMM),2024,0.5801394703743905,282029.0021278062
1679,258480,80 år eller eldre,Lav fruktbarhet (LMM),2024,0.686782386503144,177519.51126333268
1680,553811,0-9 år,Lav fruktbarhet (LMM),2025,0.3156671442232106,174819.9368094005
1681,653513,10-19 år,Lav fruktbarhet (LMM),2025,0.25080832122654634,163906.498429724
1682,1472599,20-39 år,Lav fruktbarhet (LMM),2025,0.31545352087433354,464536.5393860227
1683,1451407,40-59 år,Lav fruktbarhet (LMM),2025,0.3517648628440711,510553.9842859247
1684,619023,60-69 år,Lav fruktbarhet (LMM),2025,0.4600095954156727,284756.519782996
1685,492151,70-79 år,Lav fruktbarhet (LMM),2025,0.5801394703743905,285516.22048422665
1686,272910,80 år eller eldre,Lav fruktbarhet (LMM),2025,0.686782386503144,187429.78110057305
1687,542526,0-9 år,Lav fruktbarhet (LMM),2026,0.3156671442232106,171257.63308684158
1688,652105,10-19 år,Lav fruktbarhet (LMM),2026,0.25080832122654634,163553.360313437
1689,1472194,20-39 år,Lav fruktbarhet (LMM),2026,0.31545352087433354,464408.7807100686
1690,1451933,40-59 år,Lav fruktbarhet (LMM),2026,0.3517648628440711,510739.01260378066
1691,628440,60-69 år,Lav fruktbarhet (LMM),2026,0.4600095954156727,289088.43014302535
1692,497721,70-79 år,Lav fruktbarhet (LMM),2026,0.5801394703743905,288747.59733421204
1693,288422,80 år eller eldre,Lav fruktbarhet (LMM),2026,0.686782386503144,198083.1494800098
1694,531255,0-9 år,Lav fruktbarhet (LMM),2027,0.3156671442232106,167699.74870430178
1695,648807,10-19 år,Lav fruktbarhet (LMM),2027,0.25080832122654634,162726.19447003186
1696,1472624,20-39 år,Lav fruktbarhet (LMM),2027,0.31545352087433354,464544.42572404456
1697,1452773,40-59 år,Lav fruktbarhet (LMM),2027,0.3517648628440711,511034.4950885697
1698,637574,60-69 år,Lav fruktbarhet (LMM),2027,0.4600095954156727,293290.1577875521
1699,499694,70-79 år,Lav fruktbarhet (LMM),2027,0.5801394703743905,289892.2125092607
1700,308418,80 år eller eldre,Lav fruktbarhet (LMM),2027,0.686782386503144,211816.05008052668
1701,522398,0-9 år,Lav fruktbarhet (LMM),2028,0.3156671442232106,164903.8848079168
1702,643257,10-19 år,Lav fruktbarhet (LMM),2028,0.25080832122654634,161334.20828722452
1703,1472341,20-39 år,Lav fruktbarhet (LMM),2028,0.31545352087433354,464455.1523776371
1704,1453914,40-59 år,Lav fruktbarhet (LMM),2028,0.3517648628440711,511435.8587970748
1705,647842,60-69 år,Lav fruktbarhet (LMM),2028,0.4600095954156727,298013.53631328023
1706,502665,70-79 år,Lav fruktbarhet (LMM),2028,0.5801394703743905,291615.80687574303
1707,326168,80 år eller eldre,Lav fruktbarhet (LMM),2028,0.686782386503144,224006.4374409575
1708,515009,0-9 år,Lav fruktbarhet (LMM),2029,0.3156671442232106,162571.42027925147
1709,634320,10-19 år,Lav fruktbarhet (LMM),2029,0.25080832122654634,159092.73432042287
1710,1471032,20-39 år,Lav fruktbarhet (LMM),2029,0.31545352087433354,464042.22371881263
