Alternativer,Alder,Befolkning,År
Konstant levealder (MKM),Mellom 20 og 66,3275773,2062.0
Konstant levealder (MKM),Mellom 20 og 66,3268340,2063.0
Konstant levealder (MKM),Mellom 20 og 66,3260180,2064.0
Konstant levealder (MKM),Mellom 20 og 66,3252921,2065.0
Konstant levealder (MKM),Mellom 20 og 66,3246563,2066.0
Konstant levealder (MKM),Mellom 20 og 66,3239271,2067.0
Konstant levealder (MKM),Mellom 20 og 66,3231666,2068.0
Konstant levealder (MKM),Mellom 20 og 66,3225912,2069.0
Konstant levealder (MKM),Mellom 20 og 66,3220870,2070.0
Konstant levealder (MKM),Mellom 20 og 66,3214669,2071.0
Konstant levealder (MKM),Mellom 20 og 66,3207830,2072.0
Konstant levealder (MKM),Mellom 20 og 66,3200918,2073.0
Konstant levealder (MKM),Mellom 20 og 66,3192578,2074.0
Konstant levealder (MKM),Mellom 20 og 66,3184523,2075.0
Konstant levealder (MKM),Mellom 20 og 66,3175138,2076.0
Konstant levealder (MKM),Mellom 20 og 66,3165208,2077.0
Konstant levealder (MKM),Mellom 20 og 66,3156339,2078.0
Konstant levealder (MKM),Mellom 20 og 66,3149069,2079.0
Konstant levealder (MKM),Mellom 20 og 66,3142459,2080.0
Konstant levealder (MKM),Mellom 20 og 66,3137603,2081.0
Konstant levealder (MKM),Mellom 20 og 66,3133310,2082.0
Konstant levealder (MKM),Mellom 20 og 66,3129648,2083.0
Konstant levealder (MKM),Mellom 20 og 66,3126413,2084.0
Konstant levealder (MKM),Mellom 20 og 66,3125531,2085.0
Konstant levealder (MKM),Mellom 20 og 66,3126173,2086.0
Konstant levealder (MKM),Mellom 20 og 66,3127421,2087.0
Konstant levealder (MKM),Mellom 20 og 66,3129950,2088.0
Konstant levealder (MKM),Mellom 20 og 66,3129950,2089.0
Konstant levealder (MKM),Mellom 20 og 66,3131240,2090.0
Konstant levealder (MKM),Mellom 20 og 66,3132716,2091.0
Konstant levealder (MKM),Mellom 20 og 66,3134152,2092.0
Konstant levealder (MKM),Mellom 20 og 66,3135290,2093.0
Konstant levealder (MKM),Mellom 20 og 66,3135904,2094.0
Konstant levealder (MKM),Mellom 20 og 66,3135979,2095.0
Konstant levealder (MKM),Mellom 20 og 66,3135511,2096.0
Konstant levealder (MKM),Mellom 20 og 66,3134604,2097.0
Konstant levealder (MKM),Mellom 20 og 66,3133160,2098.0
Konstant levealder (MKM),Mellom 20 og 66,3131172,2099.0
Konstant levealder (MKM),Mellom 20 og 66,3128577,2100.0
Konstant innvandring (MMK),Mellom 20 og 66,3319573,2022.0
Konstant innvandring (MMK),Mellom 20 og 66,3345340,2023.0
Konstant innvandring (MMK),Mellom 20 og 66,3361396,2024.0
Konstant innvandring (MMK),Mellom 20 og 66,3369666,2025.0
Konstant innvandring (MMK),Mellom 20 og 66,3377270,2026.0
Konstant innvandring (MMK),Mellom 20 og 66,3386671,2027.0
Konstant innvandring (MMK),Mellom 20 og 66,3396256,2028.0
Konstant innvandring (MMK),Mellom 20 og 66,3407444,2029.0
Konstant innvandring (MMK),Mellom 20 og 66,3418866,2030.0
Konstant innvandring (MMK),Mellom 20 og 66,3427879,2031.0
Konstant innvandring (MMK),Mellom 20 og 66,3432622,2032.0
Konstant innvandring (MMK),Mellom 20 og 66,3435878,2033.0
Konstant innvandring (MMK),Mellom 20 og 66,3436469,2034.0
Konstant innvandring (MMK),Mellom 20 og 66,3436445,2035.0
Konstant innvandring (MMK),Mellom 20 og 66,3434228,2036.0
Konstant innvandring (MMK),Mellom 20 og 66,3431280,2037.0
Konstant innvandring (MMK),Mellom 20 og 66,3427366,2038.0
Konstant innvandring (MMK),Mellom 20 og 66,3421109,2039.0
Konstant innvandring (MMK),Mellom 20 og 66,3414509,2040.0
Konstant innvandring (MMK),Mellom 20 og 66,3408811,2041.0
Konstant innvandring (MMK),Mellom 20 og 66,3406535,2042.0
Konstant innvandring (MMK),Mellom 20 og 66,3405461,2043.0
Konstant innvandring (MMK),Mellom 20 og 66,3406068,2044.0
Konstant innvandring (MMK),Mellom 20 og 66,3408176,2045.0
Konstant innvandring (MMK),Mellom 20 og 66,3409030,2046.0
Konstant innvandring (MMK),Mellom 20 og 66,3410020,2047.0
Konstant innvandring (MMK),Mellom 20 og 66,3410558,2048.0
Konstant innvandring (MMK),Mellom 20 og 66,3412186,2049.0
Konstant innvandring (MMK),Mellom 20 og 66,3412778,2050.0
Konstant innvandring (MMK),Mellom 20 og 66,3414163,2051.0
Konstant innvandring (MMK),Mellom 20 og 66,3415514,2052.0
Konstant innvandring (MMK),Mellom 20 og 66,3416376,2053.0
Konstant innvandring (MMK),Mellom 20 og 66,3416449,2054.0
Konstant innvandring (MMK),Mellom 20 og 66,3416265,2055.0
Konstant innvandring (MMK),Mellom 20 og 66,3413755,2056.0
Konstant innvandring (MMK),Mellom 20 og 66,3410938,2057.0
Konstant innvandring (MMK),Mellom 20 og 66,3406754,2058.0
Konstant innvandring (MMK),Mellom 20 og 66,3403068,2059.0
Konstant innvandring (MMK),Mellom 20 og 66,3400068,2060.0
Konstant innvandring (MMK),Mellom 20 og 66,3397773,2061.0
Konstant innvandring (MMK),Mellom 20 og 66,3395448,2062.0
Konstant innvandring (MMK),Mellom 20 og 66,3392622,2063.0
Konstant innvandring (MMK),Mellom 20 og 66,3389004,2064.0
Konstant innvandring (MMK),Mellom 20 og 66,3386323,2065.0
Konstant innvandring (MMK),Mellom 20 og 66,3384564,2066.0
Konstant innvandring (MMK),Mellom 20 og 66,3381792,2067.0
Konstant innvandring (MMK),Mellom 20 og 66,3378658,2068.0
Konstant innvandring (MMK),Mellom 20 og 66,3377439,2069.0
Konstant innvandring (MMK),Mellom 20 og 66,3376927,2070.0
Konstant innvandring (MMK),Mellom 20 og 66,3375119,2071.0
Konstant innvandring (MMK),Mellom 20 og 66,3372585,2072.0
Konstant innvandring (MMK),Mellom 20 og 66,3369900,2073.0
Konstant innvandring (MMK),Mellom 20 og 66,3365598,2074.0
Konstant innvandring (MMK),Mellom 20 og 66,3361505,2075.0
Konstant innvandring (MMK),Mellom 20 og 66,3355892,2076.0
Konstant innvandring (MMK),Mellom 20 og 66,3349585,2077.0
Konstant innvandring (MMK),Mellom 20 og 66,3344286,2078.0
Konstant innvandring (MMK),Mellom 20 og 66,3340585,2079.0
Konstant innvandring (MMK),Mellom 20 og 66,3337485,2080.0
Konstant innvandring (MMK),Mellom 20 og 66,3336188,2081.0
Konstant innvandring (MMK),Mellom 20 og 66,3335389,2082.0
Konstant innvandring (MMK),Mellom 20 og 66,3335176,2083.0
Konstant innvandring (MMK),Mellom 20 og 66,3335335,2084.0
Konstant innvandring (MMK),Mellom 20 og 66,3337951,2085.0
Konstant innvandring (MMK),Mellom 20 og 66,3342166,2086.0
Konstant innvandring (MMK),Mellom 20 og 66,3346964,2087.0
Konstant innvandring (MMK),Mellom 20 og 66,3353134,2088.0
Konstant innvandring (MMK),Mellom 20 og 66,3356527,2089.0
Konstant innvandring (MMK),Mellom 20 og 66,3361282,2090.0
Konstant innvandring (MMK),Mellom 20 og 66,3366203,2091.0
Konstant innvandring (MMK),Mellom 20 og 66,3371065,2092.0
Konstant innvandring (MMK),Mellom 20 og 66,3375575,2093.0
Konstant innvandring (MMK),Mellom 20 og 66,3379506,2094.0
Konstant innvandring (MMK),Mellom 20 og 66,3382838,2095.0
Konstant innvandring (MMK),Mellom 20 og 66,3385567,2096.0
Konstant innvandring (MMK),Mellom 20 og 66,3387804,2097.0
Konstant innvandring (MMK),Mellom 20 og 66,3389435,2098.0
Konstant innvandring (MMK),Mellom 20 og 66,3390444,2099.0
Konstant innvandring (MMK),Mellom 20 og 66,3390779,2100.0
Hovedalternativ (MMM),Over 66,870963,2022.0
Hovedalternativ (MMM),Over 66,893054,2023.0
Hovedalternativ (MMM),Over 66,916300,2024.0
Hovedalternativ (MMM),Over 66,938468,2025.0
Hovedalternativ (MMM),Over 66,961524,2026.0
Hovedalternativ (MMM),Over 66,984584,2027.0
Hovedalternativ (MMM),Over 66,1007015,2028.0
Hovedalternativ (MMM),Over 66,1029469,2029.0
Hovedalternativ (MMM),Over 66,1052149,2030.0
Hovedalternativ (MMM),Over 66,1075581,2031.0
Hovedalternativ (MMM),Over 66,1100838,2032.0
Hovedalternativ (MMM),Over 66,1126385,2033.0
Hovedalternativ (MMM),Over 66,1152121,2034.0
Hovedalternativ (MMM),Over 66,1177394,2035.0
Hovedalternativ (MMM),Over 66,1203640,2036.0
Hovedalternativ (MMM),Over 66,1229656,2037.0
Hovedalternativ (MMM),Over 66,1253344,2038.0
Hovedalternativ (MMM),Over 66,1277015,2039.0
Hovedalternativ (MMM),Over 66,1299851,2040.0
Hovedalternativ (MMM),Over 66,1319716,2041.0
Hovedalternativ (MMM),Over 66,1338762,2042.0
Hovedalternativ (MMM),Over 66,1354562,2043.0
Hovedalternativ (MMM),Over 66,1368002,2044.0
Hovedalternativ (MMM),Over 66,1379526,2045.0
Hovedalternativ (MMM),Over 66,1392204,2046.0
Hovedalternativ (MMM),Over 66,1404840,2047.0
Hovedalternativ (MMM),Over 66,1418031,2048.0
Hovedalternativ (MMM),Over 66,1430190,2049.0
Hovedalternativ (MMM),Over 66,1443308,2050.0
Hovedalternativ (MMM),Over 66,1455644,2051.0
Hovedalternativ (MMM),Over 66,1468034,2052.0
Hovedalternativ (MMM),Over 66,1480985,2053.0
Hovedalternativ (MMM),Over 66,1494797,2054.0
Hovedalternativ (MMM),Over 66,1508931,2055.0
Hovedalternativ (MMM),Over 66,1525519,2056.0
Hovedalternativ (MMM),Over 66,1542588,2057.0
Hovedalternativ (MMM),Over 66,1560556,2058.0
Hovedalternativ (MMM),Over 66,1577562,2059.0
Hovedalternativ (MMM),Over 66,1593399,2060.0
Hovedalternativ (MMM),Over 66,1608033,2061.0
Hovedalternativ (MMM),Over 66,1622157,2062.0
Hovedalternativ (MMM),Over 66,1636247,2063.0
Hovedalternativ (MMM),Over 66,1650564,2064.0
Hovedalternativ (MMM),Over 66,1663408,2065.0
Hovedalternativ (MMM),Over 66,1674792,2066.0
Hovedalternativ (MMM),Over 66,1686714,2067.0
Hovedalternativ (MMM),Over 66,1698560,2068.0
Hovedalternativ (MMM),Over 66,1708137,2069.0
Hovedalternativ (MMM),Over 66,1716662,2070.0
Hovedalternativ (MMM),Over 66,1726220,2071.0
Hovedalternativ (MMM),Over 66,1736278,2072.0
Hovedalternativ (MMM),Over 66,1746281,2073.0
Hovedalternativ (MMM),Over 66,1757706,2074.0
Hovedalternativ (MMM),Over 66,1768744,2075.0
Hovedalternativ (MMM),Over 66,1781090,2076.0
Hovedalternativ (MMM),Over 66,1793920,2077.0
Hovedalternativ (MMM),Over 66,1805491,2078.0
Hovedalternativ (MMM),Over 66,1815233,2079.0
Hovedalternativ (MMM),Over 66,1824074,2080.0
Hovedalternativ (MMM),Over 66,1830859,2081.0
Hovedalternativ (MMM),Over 66,1836867,2082.0
Hovedalternativ (MMM),Over 66,1842003,2083.0
Hovedalternativ (MMM),Over 66,1846520,2084.0
Hovedalternativ (MMM),Over 66,1848350,2085.0
Hovedalternativ (MMM),Over 66,1848361,2086.0
Hovedalternativ (MMM),Over 66,1847616,2087.0
Hovedalternativ (MMM),Over 66,1845378,2088.0
Hovedalternativ (MMM),Over 66,1845808,2089.0
Hovedalternativ (MMM),Over 66,1844818,2090.0
Hovedalternativ (MMM),Over 66,1843634,2091.0
Hovedalternativ (MMM),Over 66,1842498,2092.0
Hovedalternativ (MMM),Over 66,1841718,2093.0
Hovedalternativ (MMM),Over 66,1841507,2094.0
Hovedalternativ (MMM),Over 66,1841868,2095.0
Hovedalternativ (MMM),Over 66,1842789,2096.0
Hovedalternativ (MMM),Over 66,1844139,2097.0
Hovedalternativ (MMM),Over 66,1845987,2098.0
Hovedalternativ (MMM),Over 66,1848325,2099.0
Hovedalternativ (MMM),Over 66,1851185,2100.0
Lav nasjonal vekst (LLL),Over 66,870963,2022.0
Lav nasjonal vekst (LLL),Over 66,892030,2023.0
Lav nasjonal vekst (LLL),Over 66,913850,2024.0
Lav nasjonal vekst (LLL),Over 66,934380,2025.0
Lav nasjonal vekst (LLL),Over 66,955519,2026.0
Lav nasjonal vekst (LLL),Over 66,976424,2027.0
Lav nasjonal vekst (LLL),Over 66,996565,2028.0
Lav nasjonal vekst (LLL),Over 66,1016555,2029.0
Lav nasjonal vekst (LLL),Over 66,1036670,2030.0
Lav nasjonal vekst (LLL),Over 66,1057357,2031.0
Lav nasjonal vekst (LLL),Over 66,1079657,2032.0
Lav nasjonal vekst (LLL),Over 66,1102073,2033.0
Lav nasjonal vekst (LLL),Over 66,1124635,2034.0
Lav nasjonal vekst (LLL),Over 66,1146602,2035.0
Lav nasjonal vekst (LLL),Over 66,1169304,2036.0
Lav nasjonal vekst (LLL),Over 66,1191719,2037.0
Lav nasjonal vekst (LLL),Over 66,1211723,2038.0
Lav nasjonal vekst (LLL),Over 66,1231519,2039.0
Lav nasjonal vekst (LLL),Over 66,1250453,2040.0
Lav nasjonal vekst (LLL),Over 66,1266504,2041.0
Lav nasjonal vekst (LLL),Over 66,1281609,2042.0
Lav nasjonal vekst (LLL),Over 66,1293333,2043.0
Lav nasjonal vekst (LLL),Over 66,1302944,2044.0
Lav nasjonal vekst (LLL),Over 66,1310509,2045.0
Lav nasjonal vekst (LLL),Over 66,1319228,2046.0
Lav nasjonal vekst (LLL),Over 66,1327959,2047.0
Lav nasjonal vekst (LLL),Over 66,1336934,2048.0
Lav nasjonal vekst (LLL),Over 66,1344887,2049.0
Lav nasjonal vekst (LLL),Over 66,1353701,2050.0
Lav nasjonal vekst (LLL),Over 66,1361826,2051.0
Lav nasjonal vekst (LLL),Over 66,1369785,2052.0
Lav nasjonal vekst (LLL),Over 66,1378245,2053.0
Lav nasjonal vekst (LLL),Over 66,1387312,2054.0
Lav nasjonal vekst (LLL),Over 66,1396845,2055.0
Lav nasjonal vekst (LLL),Over 66,1408667,2056.0
Lav nasjonal vekst (LLL),Over 66,1421109,2057.0
Lav nasjonal vekst (LLL),Over 66,1433898,2058.0
Lav nasjonal vekst (LLL),Over 66,1445932,2059.0
Lav nasjonal vekst (LLL),Over 66,1456581,2060.0
Lav nasjonal vekst (LLL),Over 66,1465830,2061.0
Lav nasjonal vekst (LLL),Over 66,1474962,2062.0
Lav nasjonal vekst (LLL),Over 66,1483763,2063.0
Lav nasjonal vekst (LLL),Over 66,1492490,2064.0
Lav nasjonal vekst (LLL),Over 66,1499950,2065.0
Lav nasjonal vekst (LLL),Over 66,1505921,2066.0
Lav nasjonal vekst (LLL),Over 66,1512245,2067.0
Lav nasjonal vekst (LLL),Over 66,1518726,2068.0
Lav nasjonal vekst (LLL),Over 66,1523044,2069.0
Lav nasjonal vekst (LLL),Over 66,1526207,2070.0
Lav nasjonal vekst (LLL),Over 66,1530645,2071.0
Lav nasjonal vekst (LLL),Over 66,1535413,2072.0
Lav nasjonal vekst (LLL),Over 66,1540066,2073.0
Lav nasjonal vekst (LLL),Over 66,1546188,2074.0
Lav nasjonal vekst (LLL),Over 66,1551405,2075.0
Lav nasjonal vekst (LLL),Over 66,1558154,2076.0
Lav nasjonal vekst (LLL),Over 66,1565499,2077.0
Lav nasjonal vekst (LLL),Over 66,1571495,2078.0
Lav nasjonal vekst (LLL),Over 66,1575424,2079.0
Lav nasjonal vekst (LLL),Over 66,1578543,2080.0
Lav nasjonal vekst (LLL),Over 66,1579402,2081.0
Lav nasjonal vekst (LLL),Over 66,1579275,2082.0
Lav nasjonal vekst (LLL),Over 66,1578746,2083.0
Lav nasjonal vekst (LLL),Over 66,1577754,2084.0
Lav nasjonal vekst (LLL),Over 66,1573979,2085.0
Lav nasjonal vekst (LLL),Over 66,1569143,2086.0
Lav nasjonal vekst (LLL),Over 66,1563509,2087.0
Lav nasjonal vekst (LLL),Over 66,1556820,2088.0
Lav nasjonal vekst (LLL),Over 66,1552562,2089.0
Lav nasjonal vekst (LLL),Over 66,1540952,2090.0
Lav nasjonal vekst (LLL),Over 66,1529864,2091.0
Lav nasjonal vekst (LLL),Over 66,1518862,2092.0
Lav nasjonal vekst (LLL),Over 66,1508415,2093.0
Lav nasjonal vekst (LLL),Over 66,1497548,2094.0
Lav nasjonal vekst (LLL),Over 66,1486778,2095.0
Lav nasjonal vekst (LLL),Over 66,1476605,2096.0
Lav nasjonal vekst (LLL),Over 66,1465901,2097.0
Lav nasjonal vekst (LLL),Over 66,1454926,2098.0
Lav nasjonal vekst (LLL),Over 66,1444309,2099.0
Lav nasjonal vekst (LLL),Over 66,1433927,2100.0
Høy nasjonal vekst (HHH),Over 66,870963,2022.0
Høy nasjonal vekst (HHH),Over 66,894100,2023.0
Høy nasjonal vekst (HHH),Over 66,918719,2024.0
Høy nasjonal vekst (HHH),Over 66,942547,2025.0
Høy nasjonal vekst (HHH),Over 66,967462,2026.0
Høy nasjonal vekst (HHH),Over 66,992580,2027.0
Høy nasjonal vekst (HHH),Over 66,1017287,2028.0
Høy nasjonal vekst (HHH),Over 66,1042130,2029.0
Høy nasjonal vekst (HHH),Over 66,1067383,2030.0
Høy nasjonal vekst (HHH),Over 66,1093547,2031.0
Høy nasjonal vekst (HHH),Over 66,1121648,2032.0
Høy nasjonal vekst (HHH),Over 66,1150164,2033.0
Høy nasjonal vekst (HHH),Over 66,1179019,2034.0
Høy nasjonal vekst (HHH),Over 66,1207561,2035.0
Høy nasjonal vekst (HHH),Over 66,1237137,2036.0
Høy nasjonal vekst (HHH),Over 66,1266781,2037.0
Høy nasjonal vekst (HHH),Over 66,1294039,2038.0
Høy nasjonal vekst (HHH),Over 66,1321518,2039.0
Høy nasjonal vekst (HHH),Over 66,1348114,2040.0
Høy nasjonal vekst (HHH),Over 66,1371755,2041.0
Høy nasjonal vekst (HHH),Over 66,1394868,2042.0
Høy nasjonal vekst (HHH),Over 66,1414693,2043.0
Høy nasjonal vekst (HHH),Over 66,1432365,2044.0
Høy nasjonal vekst (HHH),Over 66,1447909,2045.0
Høy nasjonal vekst (HHH),Over 66,1465018,2046.0
Høy nasjonal vekst (HHH),Over 66,1482109,2047.0
Høy nasjonal vekst (HHH),Over 66,1499615,2048.0
Høy nasjonal vekst (HHH),Over 66,1516217,2049.0
Høy nasjonal vekst (HHH),Over 66,1534181,2050.0
Høy nasjonal vekst (HHH),Over 66,1551291,2051.0
Høy nasjonal vekst (HHH),Over 66,1568514,2052.0
Høy nasjonal vekst (HHH),Over 66,1586408,2053.0
Høy nasjonal vekst (HHH),Over 66,1605453,2054.0
Høy nasjonal vekst (HHH),Over 66,1624987,2055.0
Høy nasjonal vekst (HHH),Over 66,1646924,2056.0
Høy nasjonal vekst (HHH),Over 66,1669741,2057.0
Høy nasjonal vekst (HHH),Over 66,1693668,2058.0
Høy nasjonal vekst (HHH),Over 66,1716777,2059.0
Høy nasjonal vekst (HHH),Over 66,1738868,2060.0
Høy nasjonal vekst (HHH),Over 66,1759977,2061.0
Høy nasjonal vekst (HHH),Over 66,1780650,2062.0
Høy nasjonal vekst (HHH),Over 66,1801617,2063.0
Høy nasjonal vekst (HHH),Over 66,1822861,2064.0
Høy nasjonal vekst (HHH),Over 66,1842864,2065.0
Høy nasjonal vekst (HHH),Over 66,1861149,2066.0
Høy nasjonal vekst (HHH),Over 66,1880323,2067.0
Høy nasjonal vekst (HHH),Over 66,1899325,2068.0
Høy nasjonal vekst (HHH),Over 66,1915657,2069.0
Høy nasjonal vekst (HHH),Over 66,1930830,2070.0
Høy nasjonal vekst (HHH),Over 66,1947304,2071.0
Høy nasjonal vekst (HHH),Over 66,1964427,2072.0
Høy nasjonal vekst (HHH),Over 66,1981696,2073.0
Høy nasjonal vekst (HHH),Over 66,2000666,2074.0
Høy nasjonal vekst (HHH),Over 66,2019589,2075.0
Høy nasjonal vekst (HHH),Over 66,2039957,2076.0
Høy nasjonal vekst (HHH),Over 66,2060973,2077.0
Høy nasjonal vekst (HHH),Over 66,2080893,2078.0
Høy nasjonal vekst (HHH),Over 66,2098944,2079.0
Høy nasjonal vekst (HHH),Over 66,2116452,2080.0
Høy nasjonal vekst (HHH),Over 66,2132616,2081.0
Høy nasjonal vekst (HHH),Over 66,2147997,2082.0
Høy nasjonal vekst (HHH),Over 66,2162541,2083.0
Høy nasjonal vekst (HHH),Over 66,2176530,2084.0
Høy nasjonal vekst (HHH),Over 66,2187887,2085.0
Høy nasjonal vekst (HHH),Over 66,2197197,2086.0
Høy nasjonal vekst (HHH),Over 66,2206174,2087.0
Høy nasjonal vekst (HHH),Over 66,2213628,2088.0
Høy nasjonal vekst (HHH),Over 66,2223540,2089.0
Høy nasjonal vekst (HHH),Over 66,2235056,2090.0
Høy nasjonal vekst (HHH),Over 66,2247762,2091.0
Høy nasjonal vekst (HHH),Over 66,2262230,2092.0
Høy nasjonal vekst (HHH),Over 66,2277128,2093.0
Høy nasjonal vekst (HHH),Over 66,2292861,2094.0
Høy nasjonal vekst (HHH),Over 66,2308815,2095.0
Høy nasjonal vekst (HHH),Over 66,2325130,2096.0
Høy nasjonal vekst (HHH),Over 66,2342602,2097.0
Høy nasjonal vekst (HHH),Over 66,2360688,2098.0
Høy nasjonal vekst (HHH),Over 66,2379877,2099.0
Høy nasjonal vekst (HHH),Over 66,2399247,2100.0
Lav fruktbarhet (LMM),Over 66,870963,2022.0
Lav fruktbarhet (LMM),Over 66,893054,2023.0
Lav fruktbarhet (LMM),Over 66,916300,2024.0
Lav fruktbarhet (LMM),Over 66,938468,2025.0
Lav fruktbarhet (LMM),Over 66,961524,2026.0
Lav fruktbarhet (LMM),Over 66,984584,2027.0
Lav fruktbarhet (LMM),Over 66,1007015,2028.0
Lav fruktbarhet (LMM),Over 66,1029469,2029.0
Lav fruktbarhet (LMM),Over 66,1052149,2030.0
Lav fruktbarhet (LMM),Over 66,1075581,2031.0
Lav fruktbarhet (LMM),Over 66,1100838,2032.0
Lav fruktbarhet (LMM),Over 66,1126385,2033.0
Lav fruktbarhet (LMM),Over 66,1152121,2034.0
Lav fruktbarhet (LMM),Over 66,1177394,2035.0
Lav fruktbarhet (LMM),Over 66,1203640,2036.0
Lav fruktbarhet (LMM),Over 66,1229656,2037.0
Lav fruktbarhet (LMM),Over 66,1253344,2038.0
Lav fruktbarhet (LMM),Over 66,1277015,2039.0
Lav fruktbarhet (LMM),Over 66,1299851,2040.0
Lav fruktbarhet (LMM),Over 66,1319716,2041.0
Lav fruktbarhet (LMM),Over 66,1338762,2042.0
Lav fruktbarhet (LMM),Over 66,1354562,2043.0
Lav fruktbarhet (LMM),Over 66,1368002,2044.0
Lav fruktbarhet (LMM),Over 66,1379526,2045.0
Lav fruktbarhet (LMM),Over 66,1392204,2046.0
Lav fruktbarhet (LMM),Over 66,1404840,2047.0
Lav fruktbarhet (LMM),Over 66,1418031,2048.0
Lav fruktbarhet (LMM),Over 66,1430190,2049.0
Lav fruktbarhet (LMM),Over 66,1443308,2050.0
Lav fruktbarhet (LMM),Over 66,1455644,2051.0
Lav fruktbarhet (LMM),Over 66,1468034,2052.0
Lav fruktbarhet (LMM),Over 66,1480985,2053.0
Lav fruktbarhet (LMM),Over 66,1494797,2054.0
Lav fruktbarhet (LMM),Over 66,1508931,2055.0
Lav fruktbarhet (LMM),Over 66,1525519,2056.0
Lav fruktbarhet (LMM),Over 66,1542588,2057.0
Lav fruktbarhet (LMM),Over 66,1560556,2058.0
Lav fruktbarhet (LMM),Over 66,1577562,2059.0
Lav fruktbarhet (LMM),Over 66,1593399,2060.0
Lav fruktbarhet (LMM),Over 66,1608033,2061.0
Lav fruktbarhet (LMM),Over 66,1622157,2062.0
Lav fruktbarhet (LMM),Over 66,1636247,2063.0
Lav fruktbarhet (LMM),Over 66,1650564,2064.0
Lav fruktbarhet (LMM),Over 66,1663408,2065.0
Lav fruktbarhet (LMM),Over 66,1674792,2066.0
Lav fruktbarhet (LMM),Over 66,1686714,2067.0
Lav fruktbarhet (LMM),Over 66,1698560,2068.0
Lav fruktbarhet (LMM),Over 66,1708137,2069.0
Lav fruktbarhet (LMM),Over 66,1716662,2070.0
Lav fruktbarhet (LMM),Over 66,1726220,2071.0
Lav fruktbarhet (LMM),Over 66,1736278,2072.0
Lav fruktbarhet (LMM),Over 66,1746281,2073.0
Lav fruktbarhet (LMM),Over 66,1757706,2074.0
Lav fruktbarhet (LMM),Over 66,1768744,2075.0
Lav fruktbarhet (LMM),Over 66,1781090,2076.0
Lav fruktbarhet (LMM),Over 66,1793920,2077.0
Lav fruktbarhet (LMM),Over 66,1805491,2078.0
Lav fruktbarhet (LMM),Over 66,1815233,2079.0
Lav fruktbarhet (LMM),Over 66,1824074,2080.0
Lav fruktbarhet (LMM),Over 66,1830859,2081.0
Lav fruktbarhet (LMM),Over 66,1836867,2082.0
Lav fruktbarhet (LMM),Over 66,1842003,2083.0
Lav fruktbarhet (LMM),Over 66,1846520,2084.0
Lav fruktbarhet (LMM),Over 66,1848350,2085.0
Lav fruktbarhet (LMM),Over 66,1848361,2086.0
Lav fruktbarhet (LMM),Over 66,1847616,2087.0
Lav fruktbarhet (LMM),Over 66,1845378,2088.0
Lav fruktbarhet (LMM),Over 66,1845808,2089.0
Lav fruktbarhet (LMM),Over 66,1838877,2090.0
Lav fruktbarhet (LMM),Over 66,1832293,2091.0
Lav fruktbarhet (LMM),Over 66,1826027,2092.0
Lav fruktbarhet (LMM),Over 66,1819826,2093.0
Lav fruktbarhet (LMM),Over 66,1813612,2094.0
Lav fruktbarhet (LMM),Over 66,1807400,2095.0
Lav fruktbarhet (LMM),Over 66,1801160,2096.0
Lav fruktbarhet (LMM),Over 66,1794837,2097.0
Lav fruktbarhet (LMM),Over 66,1788471,2098.0
Lav fruktbarhet (LMM),Over 66,1782052,2099.0
Lav fruktbarhet (LMM),Over 66,1775617,2100.0
Høy fruktbarhet (HMM),Over 66,870963,2022.0
Høy fruktbarhet (HMM),Over 66,893054,2023.0
Høy fruktbarhet (HMM),Over 66,916300,2024.0
Høy fruktbarhet (HMM),Over 66,938468,2025.0
Høy fruktbarhet (HMM),Over 66,961524,2026.0
Høy fruktbarhet (HMM),Over 66,984584,2027.0
Høy fruktbarhet (HMM),Over 66,1007015,2028.0
Høy fruktbarhet (HMM),Over 66,1029469,2029.0
Høy fruktbarhet (HMM),Over 66,1052149,2030.0
Høy fruktbarhet (HMM),Over 66,1075581,2031.0
Høy fruktbarhet (HMM),Over 66,1100838,2032.0
Høy fruktbarhet (HMM),Over 66,1126385,2033.0
Høy fruktbarhet (HMM),Over 66,1152121,2034.0
Høy fruktbarhet (HMM),Over 66,1177394,2035.0
Høy fruktbarhet (HMM),Over 66,1203640,2036.0
Høy fruktbarhet (HMM),Over 66,1229656,2037.0
Høy fruktbarhet (HMM),Over 66,1253344,2038.0
Høy fruktbarhet (HMM),Over 66,1277015,2039.0
Høy fruktbarhet (HMM),Over 66,1299851,2040.0
Høy fruktbarhet (HMM),Over 66,1319716,2041.0
Høy fruktbarhet (HMM),Over 66,1338762,2042.0
Høy fruktbarhet (HMM),Over 66,1354562,2043.0
Høy fruktbarhet (HMM),Over 66,1368002,2044.0
Høy fruktbarhet (HMM),Over 66,1379526,2045.0
Høy fruktbarhet (HMM),Over 66,1392204,2046.0
Høy fruktbarhet (HMM),Over 66,1404840,2047.0
Høy fruktbarhet (HMM),Over 66,1418031,2048.0
Høy fruktbarhet (HMM),Over 66,1430190,2049.0
Høy fruktbarhet (HMM),Over 66,1443308,2050.0
Høy fruktbarhet (HMM),Over 66,1455644,2051.0
Høy fruktbarhet (HMM),Over 66,1468034,2052.0
Høy fruktbarhet (HMM),Over 66,1480985,2053.0
Høy fruktbarhet (HMM),Over 66,1494797,2054.0
Høy fruktbarhet (HMM),Over 66,1508931,2055.0
