Alternativer,Alder,Befolkning,År
Høy nasjonal vekst (HHH),Mellom 20 og 66,4109673,2076.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4128032,2077.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4148077,2078.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4170316,2079.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4193696,2080.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4219367,2081.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4245957,2082.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4273533,2083.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4301830,2084.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4332931,2085.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4365952,2086.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4399867,2087.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4435440,2088.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4468467,2089.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4500544,2090.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4531445,2091.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4561212,2092.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4590292,2093.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4618962,2094.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4647306,2095.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4675328,2096.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4703136,2097.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4730673,2098.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4757887,2099.0
Høy nasjonal vekst (HHH),Mellom 20 og 66,4784744,2100.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3319573,2022.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3345340,2023.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3361376,2024.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3369622,2025.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3377186,2026.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3386499,2027.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3395915,2028.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3406768,2029.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3417661,2030.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3425966,2031.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3429804,2032.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3431996,2033.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3431347,2034.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3429925,2035.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3426175,2036.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3421565,2037.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3415898,2038.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3407799,2039.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3399272,2040.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3391577,2041.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3387221,2042.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3377344,2043.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3369679,2044.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3363769,2045.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3356197,2046.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3348068,2047.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3338765,2048.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3329838,2049.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3319221,2050.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3308725,2051.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3297535,2052.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3285191,2053.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3271389,2054.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3256652,2055.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3238904,2056.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3220171,2057.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3200027,2058.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3180370,2059.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3161373,2060.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3143084,2061.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3124809,2062.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3106071,2063.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3086625,2064.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3068196,2065.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3050761,2066.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3032364,2067.0
Lav fruktbarhet (LMM),Mellom 20 og 66,3013644,2068.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2996828,2069.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2980665,2070.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2963111,2071.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2944664,2072.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2925851,2073.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2905157,2074.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2884368,2075.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2861741,2076.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2838087,2077.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2815098,2078.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2793352,2079.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2771863,2080.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2751820,2081.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2731933,2082.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2712324,2083.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2692778,2084.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2675411,2085.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2659381,2086.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2643733,2087.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2629292,2088.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2611952,2089.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2601826,2090.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2591285,2091.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2580406,2092.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2569508,2093.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2558661,2094.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2547851,2095.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2537110,2096.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2526459,2097.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2515851,2098.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2505237,2099.0
Lav fruktbarhet (LMM),Mellom 20 og 66,2494545,2100.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3319573,2022.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3345340,2023.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3361376,2024.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3369622,2025.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3377186,2026.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3386499,2027.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3395915,2028.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3406768,2029.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3417661,2030.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3425966,2031.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3429804,2032.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3431996,2033.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3431347,2034.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3429925,2035.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3426175,2036.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3421565,2037.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3415898,2038.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3407799,2039.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3399272,2040.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3391577,2041.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3387221,2042.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3387013,2043.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3389766,2044.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3394997,2045.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3399183,2046.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3403393,2047.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3407000,2048.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3411518,2049.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3414875,2050.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3418881,2051.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3422735,2052.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3425990,2053.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3428333,2054.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430286,2055.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3429783,2056.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3428877,2057.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3427477,2058.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3426482,2059.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3426064,2060.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3426262,2061.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3426363,2062.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3425894,2063.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3424603,2064.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3424227,2065.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3424785,2066.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3424356,2067.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3423664,2068.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3425029,2069.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3427338,2070.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3428622,2071.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3429528,2072.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430679,2073.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430651,2074.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3431276,2075.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430823,2076.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430092,2077.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3430759,2078.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3433330,2079.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3436798,2080.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3442288,2081.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3448471,2082.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3455406,2083.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3462860,2084.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3472885,2085.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3484614,2086.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3497046,2087.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3510935,2088.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3522149,2089.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3532142,2090.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3541141,2091.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3549209,2092.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3556698,2093.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3563679,2094.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3570143,2095.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3576126,2096.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3581680,2097.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3586754,2098.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3591330,2099.0
Høy fruktbarhet (HMM),Mellom 20 og 66,3595377,2100.0
Lav levealder (MLM),Mellom 20 og 66,3319573,2022.0
Lav levealder (MLM),Mellom 20 og 66,3345131,2023.0
Lav levealder (MLM),Mellom 20 og 66,3360854,2024.0
Lav levealder (MLM),Mellom 20 og 66,3368753,2025.0
Lav levealder (MLM),Mellom 20 og 66,3375924,2026.0
Lav levealder (MLM),Mellom 20 og 66,3384827,2027.0
Lav levealder (MLM),Mellom 20 og 66,3393792,2028.0
Lav levealder (MLM),Mellom 20 og 66,3404176,2029.0
Lav levealder (MLM),Mellom 20 og 66,3414569,2030.0
Lav levealder (MLM),Mellom 20 og 66,3422382,2031.0
Lav levealder (MLM),Mellom 20 og 66,3425731,2032.0
Lav levealder (MLM),Mellom 20 og 66,3427411,2033.0
Lav levealder (MLM),Mellom 20 og 66,3426288,2034.0
Lav levealder (MLM),Mellom 20 og 66,3424408,2035.0
Lav levealder (MLM),Mellom 20 og 66,3420166,2036.0
Lav levealder (MLM),Mellom 20 og 66,3415113,2037.0
Lav levealder (MLM),Mellom 20 og 66,3408986,2038.0
Lav levealder (MLM),Mellom 20 og 66,3400458,2039.0
Lav levealder (MLM),Mellom 20 og 66,3391517,2040.0
Lav levealder (MLM),Mellom 20 og 66,3383426,2041.0
Lav levealder (MLM),Mellom 20 og 66,3378690,2042.0
Lav levealder (MLM),Mellom 20 og 66,3375071,2043.0
Lav levealder (MLM),Mellom 20 og 66,3373051,2044.0
Lav levealder (MLM),Mellom 20 og 66,3372462,2045.0
Lav levealder (MLM),Mellom 20 og 66,3370511,2046.0
Lav levealder (MLM),Mellom 20 og 66,3368658,2047.0
Lav levealder (MLM),Mellom 20 og 66,3366294,2048.0
Lav levealder (MLM),Mellom 20 og 66,3364872,2049.0
Lav levealder (MLM),Mellom 20 og 66,3362357,2050.0
Lav levealder (MLM),Mellom 20 og 66,3360537,2051.0
Lav levealder (MLM),Mellom 20 og 66,3358644,2052.0
Lav levealder (MLM),Mellom 20 og 66,3356164,2053.0
Lav levealder (MLM),Mellom 20 og 66,3352863,2054.0
Lav levealder (MLM),Mellom 20 og 66,3349179,2055.0
Lav levealder (MLM),Mellom 20 og 66,3343145,2056.0
Lav levealder (MLM),Mellom 20 og 66,3336730,2057.0
Lav levealder (MLM),Mellom 20 og 66,3328854,2058.0
Lav levealder (MLM),Mellom 20 og 66,3321443,2059.0
Lav levealder (MLM),Mellom 20 og 66,3314635,2060.0
Lav levealder (MLM),Mellom 20 og 66,3308475,2061.0
Lav levealder (MLM),Mellom 20 og 66,3302247,2062.0
Lav levealder (MLM),Mellom 20 og 66,3295491,2063.0
Lav levealder (MLM),Mellom 20 og 66,3287958,2064.0
Lav levealder (MLM),Mellom 20 og 66,3281350,2065.0
Lav levealder (MLM),Mellom 20 og 66,3275702,2066.0
Lav levealder (MLM),Mellom 20 og 66,3269063,2067.0
Lav levealder (MLM),Mellom 20 og 66,3262098,2068.0
Lav levealder (MLM),Mellom 20 og 66,3257039,2069.0
Lav levealder (MLM),Mellom 20 og 66,3252763,2070.0
Lav levealder (MLM),Mellom 20 og 66,3247260,2071.0
Lav levealder (MLM),Mellom 20 og 66,3241090,2072.0
Lav levealder (MLM),Mellom 20 og 66,3234806,2073.0
Lav levealder (MLM),Mellom 20 og 66,3227016,2074.0
Lav levealder (MLM),Mellom 20 og 66,3219510,2075.0
Lav levealder (MLM),Mellom 20 og 66,3210569,2076.0
Lav levealder (MLM),Mellom 20 og 66,3200992,2077.0
Lav levealder (MLM),Mellom 20 og 66,3192502,2078.0
Lav levealder (MLM),Mellom 20 og 66,3185650,2079.0
Lav levealder (MLM),Mellom 20 og 66,3179443,2080.0
Lav levealder (MLM),Mellom 20 og 66,3175017,2081.0
Lav levealder (MLM),Mellom 20 og 66,3171176,2082.0
Lav levealder (MLM),Mellom 20 og 66,3167937,2083.0
Lav levealder (MLM),Mellom 20 og 66,3165106,2084.0
Lav levealder (MLM),Mellom 20 og 66,3164733,2085.0
Lav levealder (MLM),Mellom 20 og 66,3165963,2086.0
Lav levealder (MLM),Mellom 20 og 66,3167801,2087.0
Lav levealder (MLM),Mellom 20 og 66,3171007,2088.0
Lav levealder (MLM),Mellom 20 og 66,3171525,2089.0
Lav levealder (MLM),Mellom 20 og 66,3173396,2090.0
Lav levealder (MLM),Mellom 20 og 66,3175477,2091.0
Lav levealder (MLM),Mellom 20 og 66,3177522,2092.0
Lav levealder (MLM),Mellom 20 og 66,3179238,2093.0
Lav levealder (MLM),Mellom 20 og 66,3180425,2094.0
Lav levealder (MLM),Mellom 20 og 66,3181034,2095.0
Lav levealder (MLM),Mellom 20 og 66,3181066,2096.0
Lav levealder (MLM),Mellom 20 og 66,3180649,2097.0
Lav levealder (MLM),Mellom 20 og 66,3179691,2098.0
Lav levealder (MLM),Mellom 20 og 66,3178128,2099.0
Lav levealder (MLM),Mellom 20 og 66,3175920,2100.0
Høy levealder (MHM),Mellom 20 og 66,3319573,2022.0
Høy levealder (MHM),Mellom 20 og 66,3345553,2023.0
Høy levealder (MHM),Mellom 20 og 66,3361868,2024.0
Høy levealder (MHM),Mellom 20 og 66,3370440,2025.0
Høy levealder (MHM),Mellom 20 og 66,3378346,2026.0
Høy levealder (MHM),Mellom 20 og 66,3388043,2027.0
Høy levealder (MHM),Mellom 20 og 66,3397831,2028.0
Høy levealder (MHM),Mellom 20 og 66,3409085,2029.0
Høy levealder (MHM),Mellom 20 og 66,3420384,2030.0
Høy levealder (MHM),Mellom 20 og 66,3429107,2031.0
Høy levealder (MHM),Mellom 20 og 66,3433345,2032.0
Høy levealder (MHM),Mellom 20 og 66,3435916,2033.0
Høy levealder (MHM),Mellom 20 og 66,3435646,2034.0
Høy levealder (MHM),Mellom 20 og 66,3434601,2035.0
Høy levealder (MHM),Mellom 20 og 66,3431190,2036.0
Høy levealder (MHM),Mellom 20 og 66,3426920,2037.0
Høy levealder (MHM),Mellom 20 og 66,3421543,2038.0
Høy levealder (MHM),Mellom 20 og 66,3413725,2039.0
Høy levealder (MHM),Mellom 20 og 66,3405456,2040.0
Høy levealder (MHM),Mellom 20 og 66,3398022,2041.0
Høy levealder (MHM),Mellom 20 og 66,3393920,2042.0
Høy levealder (MHM),Mellom 20 og 66,3390945,2043.0
Høy levealder (MHM),Mellom 20 og 66,3389558,2044.0
Høy levealder (MHM),Mellom 20 og 66,3389619,2045.0
Høy levealder (MHM),Mellom 20 og 66,3388324,2046.0
Høy levealder (MHM),Mellom 20 og 66,3387069,2047.0
Høy levealder (MHM),Mellom 20 og 66,3385250,2048.0
Høy levealder (MHM),Mellom 20 og 66,3384431,2049.0
Høy levealder (MHM),Mellom 20 og 66,3382461,2050.0
Høy levealder (MHM),Mellom 20 og 66,3381177,2051.0
Høy levealder (MHM),Mellom 20 og 66,3379801,2052.0
Høy levealder (MHM),Mellom 20 og 66,3377822,2053.0
Høy levealder (MHM),Mellom 20 og 66,3374965,2054.0
Høy levealder (MHM),Mellom 20 og 66,3371732,2055.0
Høy levealder (MHM),Mellom 20 og 66,3366047,2056.0
Høy levealder (MHM),Mellom 20 og 66,3359966,2057.0
Høy levealder (MHM),Mellom 20 og 66,3352401,2058.0
Høy levealder (MHM),Mellom 20 og 66,3345249,2059.0
Høy levealder (MHM),Mellom 20 og 66,3338691,2060.0
Høy levealder (MHM),Mellom 20 og 66,3332779,2061.0
Høy levealder (MHM),Mellom 20 og 66,3326795,2062.0
Høy levealder (MHM),Mellom 20 og 66,3320265,2063.0
Høy levealder (MHM),Mellom 20 og 66,3312928,2064.0
Høy levealder (MHM),Mellom 20 og 66,3306501,2065.0
Høy levealder (MHM),Mellom 20 og 66,3301024,2066.0
Høy levealder (MHM),Mellom 20 og 66,3294533,2067.0
Høy levealder (MHM),Mellom 20 og 66,3287683,2068.0
Høy levealder (MHM),Mellom 20 og 66,3282811,2069.0
Høy levealder (MHM),Mellom 20 og 66,3278695,2070.0
Høy levealder (MHM),Mellom 20 og 66,3273332,2071.0
Høy levealder (MHM),Mellom 20 og 66,3267271,2072.0
Høy levealder (MHM),Mellom 20 og 66,3261113,2073.0
Høy levealder (MHM),Mellom 20 og 66,3253389,2074.0
Høy levealder (MHM),Mellom 20 og 66,3245933,2075.0
Høy levealder (MHM),Mellom 20 og 66,3236991,2076.0
Høy levealder (MHM),Mellom 20 og 66,3227412,2077.0
Høy levealder (MHM),Mellom 20 og 66,3218897,2078.0
Høy levealder (MHM),Mellom 20 og 66,3212034,2079.0
Høy levealder (MHM),Mellom 20 og 66,3205835,2080.0
Høy levealder (MHM),Mellom 20 og 66,3201471,2081.0
Høy levealder (MHM),Mellom 20 og 66,3197666,2082.0
Høy levealder (MHM),Mellom 20 og 66,3194461,2083.0
Høy levealder (MHM),Mellom 20 og 66,3191689,2084.0
Høy levealder (MHM),Mellom 20 og 66,3191405,2085.0
Høy levealder (MHM),Mellom 20 og 66,3192752,2086.0
Høy levealder (MHM),Mellom 20 og 66,3194748,2087.0
Høy levealder (MHM),Mellom 20 og 66,3198136,2088.0
Høy levealder (MHM),Mellom 20 og 66,3198777,2089.0
Høy levealder (MHM),Mellom 20 og 66,3200806,2090.0
Høy levealder (MHM),Mellom 20 og 66,3203034,2091.0
Høy levealder (MHM),Mellom 20 og 66,3205236,2092.0
Høy levealder (MHM),Mellom 20 og 66,3207105,2093.0
Høy levealder (MHM),Mellom 20 og 66,3208438,2094.0
Høy levealder (MHM),Mellom 20 og 66,3209197,2095.0
Høy levealder (MHM),Mellom 20 og 66,3209380,2096.0
Høy levealder (MHM),Mellom 20 og 66,3209102,2097.0
Høy levealder (MHM),Mellom 20 og 66,3208256,2098.0
Høy levealder (MHM),Mellom 20 og 66,3206830,2099.0
Høy levealder (MHM),Mellom 20 og 66,3204748,2100.0
Lav innvandring (MML),Mellom 20 og 66,3319573,2022.0
Lav innvandring (MML),Mellom 20 og 66,3335673,2023.0
Lav innvandring (MML),Mellom 20 og 66,3339170,2024.0
Lav innvandring (MML),Mellom 20 og 66,3343185,2025.0
Lav innvandring (MML),Mellom 20 og 66,3346361,2026.0
Lav innvandring (MML),Mellom 20 og 66,3350699,2027.0
Lav innvandring (MML),Mellom 20 og 66,3355030,2028.0
Lav innvandring (MML),Mellom 20 og 66,3360654,2029.0
Lav innvandring (MML),Mellom 20 og 66,3366141,2030.0
Lav innvandring (MML),Mellom 20 og 66,3369043,2031.0
Lav innvandring (MML),Mellom 20 og 66,3367491,2032.0
Lav innvandring (MML),Mellom 20 og 66,3364313,2033.0
Lav innvandring (MML),Mellom 20 og 66,3358230,2034.0
Lav innvandring (MML),Mellom 20 og 66,3351301,2035.0
Lav innvandring (MML),Mellom 20 og 66,3342020,2036.0
Lav innvandring (MML),Mellom 20 og 66,3331790,2037.0
Lav innvandring (MML),Mellom 20 og 66,3320413,2038.0
Lav innvandring (MML),Mellom 20 og 66,3306513,2039.0
Lav innvandring (MML),Mellom 20 og 66,3292099,2040.0
Lav innvandring (MML),Mellom 20 og 66,3278421,2041.0
Lav innvandring (MML),Mellom 20 og 66,3267930,2042.0
Lav innvandring (MML),Mellom 20 og 66,3258531,2043.0
Lav innvandring (MML),Mellom 20 og 66,3250575,2044.0
Lav innvandring (MML),Mellom 20 og 66,3243677,2045.0
Lav innvandring (MML),Mellom 20 og 66,3235276,2046.0
Lav innvandring (MML),Mellom 20 og 66,3226835,2047.0
Lav innvandring (MML),Mellom 20 og 66,3217764,2048.0
Lav innvandring (MML),Mellom 20 og 66,3209610,2049.0
Lav innvandring (MML),Mellom 20 og 66,3200275,2050.0
Lav innvandring (MML),Mellom 20 og 66,3191589,2051.0
Lav innvandring (MML),Mellom 20 og 66,3182758,2052.0
Lav innvandring (MML),Mellom 20 og 66,3173317,2053.0
Lav innvandring (MML),Mellom 20 og 66,3162993,2054.0
Lav innvandring (MML),Mellom 20 og 66,3152345,2055.0
Lav innvandring (MML),Mellom 20 og 66,3139343,2056.0
Lav innvandring (MML),Mellom 20 og 66,3125961,2057.0
Lav innvandring (MML),Mellom 20 og 66,3111187,2058.0
Lav innvandring (MML),Mellom 20 og 66,3096902,2059.0
Lav innvandring (MML),Mellom 20 og 66,3083320,2060.0
Lav innvandring (MML),Mellom 20 og 66,3070482,2061.0
Lav innvandring (MML),Mellom 20 og 66,3057685,2062.0
Lav innvandring (MML),Mellom 20 og 66,3044439,2063.0
Lav innvandring (MML),Mellom 20 og 66,3030495,2064.0
Lav innvandring (MML),Mellom 20 og 66,3017526,2065.0
Lav innvandring (MML),Mellom 20 og 66,3005514,2066.0
Lav innvandring (MML),Mellom 20 og 66,2992451,2067.0
Lav innvandring (MML),Mellom 20 og 66,2978981,2068.0
Lav innvandring (MML),Mellom 20 og 66,2967360,2069.0
Lav innvandring (MML),Mellom 20 og 66,2956389,2070.0
Lav innvandring (MML),Mellom 20 og 66,2944062,2071.0
Lav innvandring (MML),Mellom 20 og 66,2930961,2072.0
Lav innvandring (MML),Mellom 20 og 66,2917688,2073.0
Lav innvandring (MML),Mellom 20 og 66,2902765,2074.0
Lav innvandring (MML),Mellom 20 og 66,2887942,2075.0
Lav innvandring (MML),Mellom 20 og 66,2871504,2076.0
Lav innvandring (MML),Mellom 20 og 66,2854268,2077.0
Lav innvandring (MML),Mellom 20 og 66,2837942,2078.0
Lav innvandring (MML),Mellom 20 og 66,2823119,2079.0
Lav innvandring (MML),Mellom 20 og 66,2808830,2080.0
Lav innvandring (MML),Mellom 20 og 66,2796260,2081.0
Lav innvandring (MML),Mellom 20 og 66,2784116,2082.0
Lav innvandring (MML),Mellom 20 og 66,2772493,2083.0
Lav innvandring (MML),Mellom 20 og 66,2761180,2084.0
Lav innvandring (MML),Mellom 20 og 66,2752274,2085.0
Lav innvandring (MML),Mellom 20 og 66,2744926,2086.0
Lav innvandring (MML),Mellom 20 og 66,2738136,2087.0
Lav innvandring (MML),Mellom 20 og 66,2732699,2088.0
Lav innvandring (MML),Mellom 20 og 66,2724518,2089.0
Lav innvandring (MML),Mellom 20 og 66,2717631,2090.0
Lav innvandring (MML),Mellom 20 og 66,2710965,2091.0
Lav innvandring (MML),Mellom 20 og 66,2704495,2092.0
Lav innvandring (MML),Mellom 20 og 66,2697744,2093.0
Lav innvandring (MML),Mellom 20 og 66,2690425,2094.0
Lav innvandring (MML),Mellom 20 og 66,2682519,2095.0
Lav innvandring (MML),Mellom 20 og 66,2674022,2096.0
Lav innvandring (MML),Mellom 20 og 66,2665033,2097.0
Lav innvandring (MML),Mellom 20 og 66,2655439,2098.0
Lav innvandring (MML),Mellom 20 og 66,2645233,2099.0
Lav innvandring (MML),Mellom 20 og 66,2634367,2100.0
Høy innvandring (MMH),Mellom 20 og 66,3319573,2022.0
Høy innvandring (MMH),Mellom 20 og 66,3365611,2023.0
Høy innvandring (MMH),Mellom 20 og 66,3393443,2024.0
Høy innvandring (MMH),Mellom 20 og 66,3413662,2025.0
Høy innvandring (MMH),Mellom 20 og 66,3425883,2026.0
Høy innvandring (MMH),Mellom 20 og 66,3439975,2027.0
