År,Alternativer,Over20under66,Over66,Underholdskvote
2022.0,Hovedalternativ (MMM),3319573,870963,3.811382343452018
2023.0,Hovedalternativ (MMM),3345340,893054,3.7459548918654417
2024.0,Hovedalternativ (MMM),3361376,916300,3.6684230055658626
2025.0,Hovedalternativ (MMM),3369622,938468,3.5905560978104742
2026.0,Hovedalternativ (MMM),3377186,961524,3.5123262653870313
2027.0,Hovedalternativ (MMM),3386499,984584,3.439522681660478
2028.0,Hovedalternativ (MMM),3395915,1007015,3.3722586058797535
2029.0,Hovedalternativ (MMM),3406768,1029469,3.309247777252156
2030.0,Hovedalternativ (MMM),3417661,1052149,3.2482671180602747
2031.0,Hovedalternativ (MMM),3425966,1075581,3.185223614028139
2032.0,Hovedalternativ (MMM),3429804,1100838,3.1156300927111893
2033.0,Hovedalternativ (MMM),3431996,1126385,3.046912023863954
2034.0,Hovedalternativ (MMM),3431347,1152121,2.9782870028408475
2035.0,Hovedalternativ (MMM),3429925,1177394,2.913149718785725
2036.0,Hovedalternativ (MMM),3426175,1203640,2.8465114153733673
2037.0,Hovedalternativ (MMM),3421565,1229656,2.782538368454267
2038.0,Hovedalternativ (MMM),3415898,1253344,2.725427336788623
2039.0,Hovedalternativ (MMM),3407799,1277015,2.6685661484007626
2040.0,Hovedalternativ (MMM),3399272,1299851,2.615124348867678
2041.0,Hovedalternativ (MMM),3391577,1319716,2.569929439364227
2042.0,Hovedalternativ (MMM),3387221,1338762,2.5301143892641114
2043.0,Hovedalternativ (MMM),3384014,1354562,2.4982348537756116
2044.0,Hovedalternativ (MMM),3382394,1368002,2.4725066191423695
2045.0,Hovedalternativ (MMM),3382214,1379526,2.451721823292928
2046.0,Hovedalternativ (MMM),3380677,1392204,2.428291399823589
2047.0,Hovedalternativ (MMM),3379212,1404840,2.405407021440164
2048.0,Hovedalternativ (MMM),3377190,1418031,2.381605197629671
2049.0,Hovedalternativ (MMM),3376178,1430190,2.3606499835686168
2050.0,Hovedalternativ (MMM),3374024,1443308,2.337702001236049
2051.0,Hovedalternativ (MMM),3372575,1455644,2.3168954771908514
2052.0,Hovedalternativ (MMM),3371016,1468034,2.2962792414889575
2053.0,Hovedalternativ (MMM),3368900,1480985,2.2747698322400294
2054.0,Hovedalternativ (MMM),3365905,1494797,2.251747227215468
2055.0,Hovedalternativ (MMM),3362563,1508931,2.2284405317406826
2056.0,Hovedalternativ (MMM),3356792,1525519,2.20042621560269
2057.0,Hovedalternativ (MMM),3350630,1542588,2.172083537535622
2058.0,Hovedalternativ (MMM),3343012,1560556,2.1421929107318163
2059.0,Hovedalternativ (MMM),3335820,1577562,2.114541298535335
2060.0,Hovedalternativ (MMM),3329233,1593399,2.089390667372077
2061.0,Hovedalternativ (MMM),3323292,1608033,2.066681467357946
2062.0,Hovedalternativ (MMM),3317282,1622157,2.0449820824987963
2063.0,Hovedalternativ (MMM),3310732,1636247,2.023369332380747
2064.0,Hovedalternativ (MMM),3303395,1650564,2.0013734699169494
2065.0,Hovedalternativ (MMM),3296990,1663408,1.9820693419774342
2066.0,Hovedalternativ (MMM),3291519,1674792,1.9653300230715218
2067.0,Hovedalternativ (MMM),3285044,1686714,1.9475998894892672
2068.0,Hovedalternativ (MMM),3278229,1698560,1.9300048276186887
2069.0,Hovedalternativ (MMM),3273370,1708137,1.9163392631855642
2070.0,Hovedalternativ (MMM),3269273,1716662,1.904436050894119
2071.0,Hovedalternativ (MMM),3263925,1726220,1.8907931781580563
2072.0,Hovedalternativ (MMM),3257914,1736278,1.8763780915268178
2073.0,Hovedalternativ (MMM),3251802,1746281,1.8621298634068628
2074.0,Hovedalternativ (MMM),3244148,1757706,1.8456715741995533
2075.0,Hovedalternativ (MMM),3236758,1768744,1.8299753949695376
2076.0,Hovedalternativ (MMM),3227906,1781090,1.8123205452840676
2077.0,Hovedalternativ (MMM),3218414,1793920,1.7940677399215126
2078.0,Hovedalternativ (MMM),3210001,1805491,1.777910274822749
2079.0,Hovedalternativ (MMM),3203227,1815233,1.7646368262366319
2080.0,Hovedalternativ (MMM),3197108,1824074,1.7527293300600744
2081.0,Hovedalternativ (MMM),3192820,1830859,1.743891801607879
2082.0,Hovedalternativ (MMM),3189076,1836867,1.7361496504646226
2083.0,Hovedalternativ (MMM),3185959,1842003,1.7296166184311317
2084.0,Hovedalternativ (MMM),3183247,1846520,1.7239168814851722
2085.0,Hovedalternativ (MMM),3183019,1848350,1.722086725998864
2086.0,Hovedalternativ (MMM),3184414,1848361,1.7228312001822155
2087.0,Hovedalternativ (MMM),3186438,1847616,1.7246213498908864
2088.0,Hovedalternativ (MMM),3189858,1845378,1.7285661799371186
2089.0,Hovedalternativ (MMM),3190540,1845808,1.7285329785113077
2090.0,Hovedalternativ (MMM),3192614,1844818,1.7305848056556257
2091.0,Hovedalternativ (MMM),3194880,1843634,1.7329252986221777
2092.0,Hovedalternativ (MMM),3197120,1842498,1.7352094819098853
2093.0,Hovedalternativ (MMM),3199048,1841718,1.7369912223261108
2094.0,Hovedalternativ (MMM),3200424,1841507,1.7379374610034064
2095.0,Hovedalternativ (MMM),3201228,1841868,1.7380333444090457
2096.0,Hovedalternativ (MMM),3201465,1842789,1.737293309217713
2097.0,Hovedalternativ (MMM),3201242,1844139,1.7359006018526804
2098.0,Hovedalternativ (MMM),3200463,1845987,1.7337408118258688
2099.0,Hovedalternativ (MMM),3199095,1848325,1.7308076231182288
2100.0,Hovedalternativ (MMM),3197082,1851185,1.7270461893327786
2022.0,Høy fruktbarhet (HMM),3319573,870963,3.811382343452018
2023.0,Høy fruktbarhet (HMM),3345340,893054,3.7459548918654417
2024.0,Høy fruktbarhet (HMM),3361376,916300,3.6684230055658626
2025.0,Høy fruktbarhet (HMM),3369622,938468,3.5905560978104742
2026.0,Høy fruktbarhet (HMM),3377186,961524,3.5123262653870313
2027.0,Høy fruktbarhet (HMM),3386499,984584,3.439522681660478
2028.0,Høy fruktbarhet (HMM),3395915,1007015,3.3722586058797535
2029.0,Høy fruktbarhet (HMM),3406768,1029469,3.309247777252156
2030.0,Høy fruktbarhet (HMM),3417661,1052149,3.2482671180602747
2031.0,Høy fruktbarhet (HMM),3425966,1075581,3.185223614028139
2032.0,Høy fruktbarhet (HMM),3429804,1100838,3.1156300927111893
2033.0,Høy fruktbarhet (HMM),3431996,1126385,3.046912023863954
2034.0,Høy fruktbarhet (HMM),3431347,1152121,2.9782870028408475
2035.0,Høy fruktbarhet (HMM),3429925,1177394,2.913149718785725
2036.0,Høy fruktbarhet (HMM),3426175,1203640,2.8465114153733673
2037.0,Høy fruktbarhet (HMM),3421565,1229656,2.782538368454267
2038.0,Høy fruktbarhet (HMM),3415898,1253344,2.725427336788623
2039.0,Høy fruktbarhet (HMM),3407799,1277015,2.6685661484007626
2040.0,Høy fruktbarhet (HMM),3399272,1299851,2.615124348867678
2041.0,Høy fruktbarhet (HMM),3391577,1319716,2.569929439364227
2042.0,Høy fruktbarhet (HMM),3387221,1338762,2.5301143892641114
2043.0,Høy fruktbarhet (HMM),3387013,1354562,2.500448853577762
2044.0,Høy fruktbarhet (HMM),3389766,1368002,2.4778955001527776
2045.0,Høy fruktbarhet (HMM),3394997,1379526,2.4609880495184577
2046.0,Høy fruktbarhet (HMM),3399183,1392204,2.4415839920011724
2047.0,Høy fruktbarhet (HMM),3403393,1404840,2.4226196577546197
2048.0,Høy fruktbarhet (HMM),3407000,1418031,2.402627305044812
2049.0,Høy fruktbarhet (HMM),3411518,1430190,2.3853599871345765
2050.0,Høy fruktbarhet (HMM),3414875,1443308,2.3660057312784244
2051.0,Høy fruktbarhet (HMM),3418881,1455644,2.348706826669158
2052.0,Høy fruktbarhet (HMM),3422735,1468034,2.3315093519632377
2053.0,Høy fruktbarhet (HMM),3425990,1480985,2.3133185008626014
2054.0,Høy fruktbarhet (HMM),3428333,1494797,2.2935107576480283
2055.0,Høy fruktbarhet (HMM),3430286,1508931,2.273321974298361
2056.0,Høy fruktbarhet (HMM),3429783,1525519,2.24827288286806
2057.0,Høy fruktbarhet (HMM),3428877,1542588,2.222808034290426
2058.0,Høy fruktbarhet (HMM),3427477,1560556,2.1963178508172727
2059.0,Høy fruktbarhet (HMM),3426482,1577562,2.1720109891085104
2060.0,Høy fruktbarhet (HMM),3426064,1593399,2.1501607569729866
2061.0,Høy fruktbarhet (HMM),3426262,1608033,2.1307162228635854
2062.0,Høy fruktbarhet (HMM),3426363,1622157,2.112226498421546
2063.0,Høy fruktbarhet (HMM),3425894,1636247,2.093751126816428
2064.0,Høy fruktbarhet (HMM),3424603,1650564,2.0748077626799084
2065.0,Høy fruktbarhet (HMM),3424227,1663408,2.0585610986601
2066.0,Høy fruktbarhet (HMM),3424785,1674792,2.0449016952552914
2067.0,Høy fruktbarhet (HMM),3424356,1686714,2.03019361907235
2068.0,Høy fruktbarhet (HMM),3423664,1698560,2.015627354935946
2069.0,Høy fruktbarhet (HMM),3425029,1708137,2.005125467102463
2070.0,Høy fruktbarhet (HMM),3427338,1716662,1.9965130002295153
2071.0,Høy fruktbarhet (HMM),3428622,1726220,1.9862022221964755
2072.0,Høy fruktbarhet (HMM),3429528,1736278,1.9752182542196584
2073.0,Høy fruktbarhet (HMM),3430679,1746281,1.964562976977932
2074.0,Høy fruktbarhet (HMM),3430651,1757706,1.9517774872475828
2075.0,Høy fruktbarhet (HMM),3431276,1768744,1.9399506090197338
2076.0,Høy fruktbarhet (HMM),3430823,1781090,1.92624909465552
2077.0,Høy fruktbarhet (HMM),3430092,1793920,1.9120651980021406
2078.0,Høy fruktbarhet (HMM),3430759,1805491,1.9001806156884748
2079.0,Høy fruktbarhet (HMM),3433330,1815233,1.891399065574502
2080.0,Høy fruktbarhet (HMM),3436798,1824074,1.8841329902185986
2081.0,Høy fruktbarhet (HMM),3442288,1830859,1.8801491540309767
2082.0,Høy fruktbarhet (HMM),3448471,1836867,1.877365644872492
2083.0,Høy fruktbarhet (HMM),3455406,1842003,1.875895967596144
2084.0,Høy fruktbarhet (HMM),3462860,1846520,1.8753438901284578
2085.0,Høy fruktbarhet (HMM),3472885,1848350,1.8789109205507615
2086.0,Høy fruktbarhet (HMM),3484614,1848361,1.8852453606194894
2087.0,Høy fruktbarhet (HMM),3497046,1847616,1.8927342045100282
2088.0,Høy fruktbarhet (HMM),3510935,1845378,1.9025560074954833
2089.0,Høy fruktbarhet (HMM),3522149,1845808,1.9081881755848928
2090.0,Høy fruktbarhet (HMM),3532142,1847490,1.9118598747489837
2091.0,Høy fruktbarhet (HMM),3541141,1850208,1.913915084141891
2092.0,Høy fruktbarhet (HMM),3549209,1853907,1.9144482436281862
2093.0,Høy fruktbarhet (HMM),3556698,1858260,1.9139937360756838
2094.0,Høy fruktbarhet (HMM),3563679,1863154,1.9127130661233587
2095.0,Høy fruktbarhet (HMM),3570143,1868595,1.9106028861256719
2096.0,Høy fruktbarhet (HMM),3576126,1874531,1.9077443904635347
2097.0,Høy fruktbarhet (HMM),3581680,1880889,1.9042484697395752
2098.0,Høy fruktbarhet (HMM),3586754,1887710,1.9000556229505592
2099.0,Høy fruktbarhet (HMM),3591330,1894988,1.8951729509632778
2100.0,Høy fruktbarhet (HMM),3595377,1902759,1.889559844415399
2022.0,Høy innvandring (MMH),3319573,870963,3.811382343452018
2023.0,Høy innvandring (MMH),3365611,893161,3.7682019255207067
2024.0,Høy innvandring (MMH),3393443,916502,3.7026029403100047
2025.0,Høy innvandring (MMH),3413662,938794,3.6362205127003366
2026.0,Høy innvandring (MMH),3425883,961965,3.561338510236859
2027.0,Høy innvandring (MMH),3439975,985156,3.491807388880543
2028.0,Høy innvandring (MMH),3454568,1007739,3.4280384107392887
2029.0,Høy innvandring (MMH),3471009,1030353,3.3687571152799087
2030.0,Høy innvandring (MMH),3487820,1053217,3.3115872607449366
2031.0,Høy innvandring (MMH),3502406,1076853,3.2524457841506687
2032.0,Høy innvandring (MMH),3512723,1102346,3.1865884214212237
2033.0,Høy innvandring (MMH),3521675,1128148,3.121642727727213
2034.0,Høy innvandring (MMH),3528108,1154169,3.056838296644599
2035.0,Høy innvandring (MMH),3534044,1179765,2.9955491135946564
2036.0,Høy innvandring (MMH),3538002,1206374,2.9327571714907648
2037.0,Høy innvandring (MMH),3541380,1232804,2.872622087533785
2038.0,Høy innvandring (MMH),3544042,1256945,2.819568079748915
2039.0,Høy innvandring (MMH),3544575,1281113,2.766793405421692
2040.0,Høy innvandring (MMH),3544964,1304510,2.717467861495887
2041.0,Høy innvandring (MMH),3546445,1325003,2.676556204023689
2042.0,Høy innvandring (MMH),3551586,1344733,2.641108681054157
2043.0,Høy innvandring (MMH),3558032,1361291,2.613718888907662
2044.0,Høy innvandring (MMH),3566666,1375563,2.592877243717663
2045.0,Høy innvandring (MMH),3577335,1388011,2.577310266273106
2046.0,Høy innvandring (MMH),3587210,1401683,2.5592163135316617
2047.0,Høy innvandring (MMH),3597507,1415425,2.541644382429306
2048.0,Høy innvandring (MMH),3607576,1429829,2.5230821308002565
2049.0,Høy innvandring (MMH),3618934,1443308,2.5073885823400133
2050.0,Høy innvandring (MMH),3629363,1457876,2.489486760190853
2051.0,Høy innvandring (MMH),3640719,1471791,2.4736657582496426
2052.0,Høy innvandring (MMH),3652217,1485899,2.4579173954622755
2053.0,Høy innvandring (MMH),3663408,1500720,2.4411002718695025
2054.0,Høy innvandring (MMH),3673999,1516572,2.4225681339230842
2055.0,Høy innvandring (MMH),3684429,1532900,2.4035677474068757
2056.0,Høy innvandring (MMH),3692651,1551866,2.379490883877861
2057.0,Høy innvandring (MMH),3700697,1571510,2.354866975074928
2058.0,Høy innvandring (MMH),3707503,1592259,2.3284547300407787
2059.0,Høy innvandring (MMH),3714928,1612265,2.30416711892896
2060.0,Høy innvandring (MMH),3723120,1631358,2.2822213150025927
2061.0,Høy innvandring (MMH),3732128,1649495,2.26258824670581
2062.0,Høy innvandring (MMH),3741173,1667389,2.243731366825618
2063.0,Høy innvandring (MMH),3749804,1685458,2.2247982447500916
2064.0,Høy innvandring (MMH),3757790,1703966,2.2053198244565912
2065.0,Høy innvandring (MMH),3766847,1721195,2.1885068222949755
2066.0,Høy innvandring (MMH),3777088,1737073,2.1743979671550937
2067.0,Høy innvandring (MMH),3786590,1753567,2.159364312854884
2068.0,Høy innvandring (MMH),3796040,1770046,2.144599631873974
2069.0,Høy innvandring (MMH),3807723,1784302,2.1340126279071594
2070.0,Høy innvandring (MMH),3820436,1797579,2.1253230038846693
2071.0,Høy innvandring (MMH),3832141,1811985,2.1148856088764534
2072.0,Høy innvandring (MMH),3843360,1827057,2.1035796912739997
2073.0,Høy innvandring (MMH),3854622,1842296,2.0922924437766786
2074.0,Høy innvandring (MMH),3864519,1859111,2.0786919124248096
2075.0,Høy innvandring (MMH),3874910,1875669,2.0658815601260136
2076.0,Høy innvandring (MMH),3884118,1893632,2.051147213397323
2077.0,Høy innvandring (MMH),3892942,1912202,2.0358424476075228
2078.0,Høy innvandring (MMH),3903082,1929650,2.022689088694841
2079.0,Høy innvandring (MMH),3915078,1945389,2.0124910750497715
2080.0,Høy innvandring (MMH),3927946,1960382,2.0036635716916398
2081.0,Høy innvandring (MMH),3942839,1973449,1.9979431948836783
2082.0,Høy innvandring (MMH),3958462,1985878,1.9933057317720424
2083.0,Høy innvandring (MMH),3974901,1997581,1.9898572323224941
2084.0,Høy innvandring (MMH),3991917,2008790,1.9872246476734752
2085.0,Høy innvandring (MMH),4011587,2017449,1.9884453089024803
2086.0,Høy innvandring (MMH),4033042,2024428,1.9921884107510863
2087.0,Høy innvandring (MMH),4055277,2030776,1.9969100481786273
2088.0,Høy innvandring (MMH),4079038,2035767,2.003686079988525
2089.0,Høy innvandring (MMH),4100185,2043593,2.006360855610682
2090.0,Høy innvandring (MMH),4122955,2050038,2.011160280931378
2091.0,Høy innvandring (MMH),4145747,2056735,2.015693319751937
2092.0,Høy innvandring (MMH),4168343,2063941,2.0196037580531616
2093.0,Høy innvandring (MMH),4190520,2071872,2.022576684273932
2094.0,Høy innvandring (MMH),4212219,2080592,2.024529076339811
2095.0,Høy innvandring (MMH),4233498,2090037,2.0255612699679477
2096.0,Høy innvandring (MMH),4254338,2100204,2.0256784579021847
2097.0,Høy innvandring (MMH),4274895,2110933,2.025121119429181
2098.0,Høy innvandring (MMH),4295045,2122312,2.0237575813546735
2099.0,Høy innvandring (MMH),4314742,2134361,2.0215614884267468
2100.0,Høy innvandring (MMH),4333943,2147113,2.0184978620128518
2022.0,Høy levealder (MHM),3319573,870963,3.811382343452018
2023.0,Høy levealder (MHM),3345553,893996,3.7422460503178985
2024.0,Høy levealder (MHM),3361868,918518,3.6601002919921
2025.0,Høy levealder (MHM),3370440,942220,3.5771263611470783
2026.0,Høy levealder (MHM),3378346,967023,3.493552893778121
2027.0,Høy levealder (MHM),3388043,992007,3.4153418272250096
2028.0,Høy levealder (MHM),3397831,1016563,3.342469674776674
2029.0,Høy levealder (MHM),3409085,1041238,3.2740689448521856
2030.0,Høy levealder (MHM),3420384,1066309,3.207685577070061
2031.0,Høy levealder (MHM),3429107,1092270,3.1394316423594897
2032.0,Høy levealder (MHM),3433345,1120135,3.065117151057685
2033.0,Høy levealder (MHM),3435916,1148392,2.9919365512821408
2034.0,Høy levealder (MHM),3435646,1176953,2.9191021221748024
2035.0,Høy levealder (MHM),3434601,1205167,2.849896321422674
2036.0,Høy levealder (MHM),3431190,1234373,2.7797027316702487
2037.0,Høy levealder (MHM),3426920,1263603,2.712022684339939
2038.0,Høy levealder (MHM),3421543,1290400,2.6515367327960324
2039.0,Høy levealder (MHM),3413725,1317369,2.5913202754884925
2040.0,Høy levealder (MHM),3405456,1343395,2.53496253894052
2041.0,Høy levealder (MHM),3398022,1366399,2.486844618592373
2042.0,Høy levealder (MHM),3393920,1388809,2.443762965245761
2043.0,Høy levealder (MHM),3390945,1407858,2.408584530542143
2044.0,Høy levealder (MHM),3389558,1424672,2.3791848228925674
2045.0,Høy levealder (MHM),3389619,1439278,2.3550828957296646
2046.0,Høy levealder (MHM),3388324,1455357,2.328173774544665
2047.0,Høy levealder (MHM),3387069,1471312,2.3020739312939744
2048.0,Høy levealder (MHM),3385250,1487574,2.2756851087744208
2049.0,Høy levealder (MHM),3384431,1502818,2.252056469911859
2050.0,Høy levealder (MHM),3382461,1519290,2.226343226112197
2051.0,Høy levealder (MHM),3381177,1534765,2.203058448687584
2052.0,Høy levealder (MHM),3379801,1550214,2.180215763759068
2053.0,Høy levealder (MHM),3377822,1566181,2.1567251805506515
2054.0,Høy levealder (MHM),3374965,1583132,2.1318279208556206
2055.0,Høy levealder (MHM),3371732,1600388,2.1068215957630274
2056.0,Høy levealder (MHM),3366047,1619860,2.0779863691923994
2057.0,Høy levealder (MHM),3359966,1640017,2.0487385191738867
2058.0,Høy levealder (MHM),3352401,1661074,2.018212915258441
2059.0,Høy levealder (MHM),3345249,1681071,1.989951049063365
2060.0,Høy levealder (MHM),3338691,1699797,1.9641704274098613
2061.0,Høy levealder (MHM),3332779,1717262,1.9407516150709676
2062.0,Høy levealder (MHM),3326795,1734050,1.918511576944148
2063.0,Høy levealder (MHM),3320265,1750883,1.8963374480190853
2064.0,Høy levealder (MHM),3312928,1767770,1.8740718532388263
2065.0,Høy levealder (MHM),3306501,1783216,1.854234708526617
2066.0,Høy levealder (MHM),3301024,1796817,1.837150917427874
2067.0,Høy levealder (MHM),3294533,1811217,1.8189609527737427
2068.0,Høy levealder (MHM),3287683,1825382,1.8010931410521196
2069.0,Høy levealder (MHM),3282811,1836810,1.7872349344787974
2070.0,Høy levealder (MHM),3278695,1846988,1.7751577162385461
2071.0,Høy levealder (MHM),3273332,1858359,1.761409932096005
2072.0,Høy levealder (MHM),3267271,1870189,1.747027172120037
2073.0,Høy levealder (MHM),3261113,1881951,1.7328362959503196
2074.0,Høy levealder (MHM),3253389,1895227,1.716622336005133
2075.0,Høy levealder (MHM),3245933,1908305,1.700950843811655
2076.0,Høy levealder (MHM),3236991,1922708,1.683558293823087
2077.0,Høy levealder (MHM),3227412,1937628,1.6656509918312494
2078.0,Høy levealder (MHM),3218897,1951319,1.6496006034892297
2079.0,Høy levealder (MHM),3212034,1962974,1.6363100071626013
2080.0,Høy levealder (MHM),3205835,1973934,1.6240841892383433
2081.0,Høy levealder (MHM),3201471,1983385,1.6141450096678154
2082.0,Høy levealder (MHM),3197666,1991874,1.6053555596388125
2083.0,Høy levealder (MHM),3194461,1999391,1.59771700482797
2084.0,Høy levealder (MHM),3191689,2006197,1.5909150497184474
2085.0,Høy levealder (MHM),3191405,2010224,1.587586756500768
2086.0,Høy levealder (MHM),3192752,2012071,1.5867988753875981
2087.0,Høy levealder (MHM),3194748,2013409,1.5867357302962288
2088.0,Høy levealder (MHM),3198136,2013076,1.5886812022993668
2089.0,Høy levealder (MHM),3198777,2015030,1.587458747512444
2090.0,Høy levealder (MHM),3200806,2015823,1.5878407975303388
2091.0,Høy levealder (MHM),3203034,2016055,1.5887632033848282
2092.0,Høy levealder (MHM),3205236,2016565,1.5894533526070322
2093.0,Høy levealder (MHM),3207105,2016807,1.5901893438489652
2094.0,Høy levealder (MHM),3208438,2017658,1.5901793068993852
2095.0,Høy levealder (MHM),3209197,2018620,1.5897974854108252
2096.0,Høy levealder (MHM),3209380,2019841,1.5889270492083287
2097.0,Høy levealder (MHM),3209102,2022043,1.587059226732567
2098.0,Høy levealder (MHM),3208256,2024711,1.58455009134637
2099.0,Høy levealder (MHM),3206830,2028294,1.5810479151444514
2100.0,Høy levealder (MHM),3204748,2031915,1.577205739413312
2022.0,Høy nasjonal vekst (HHH),3319573,870963,3.811382343452018
2023.0,Høy nasjonal vekst (HHH),3365821,894100,3.764479364724304
2024.0,Høy nasjonal vekst (HHH),3393932,918719,3.6942002941051615
2025.0,Høy nasjonal vekst (HHH),3414472,942547,3.6226013132501613
2026.0,Høy nasjonal vekst (HHH),3427042,967462,3.542301403052523
2027.0,Høy nasjonal vekst (HHH),3441520,992580,3.467246972536219
2028.0,Høy nasjonal vekst (HHH),3456495,1017287,3.397757958176994
2029.0,Høy nasjonal vekst (HHH),3473342,1042130,3.332925834588775
2030.0,Høy nasjonal vekst (HHH),3490570,1067383,3.27021322243281
2031.0,Høy nasjonal vekst (HHH),3505578,1093547,3.205694862680799
2032.0,Høy nasjonal vekst (HHH),3516298,1121648,3.1349389469780182
2033.0,Høy nasjonal vekst (HHH),3525639,1150164,3.065335899923837
2034.0,Høy nasjonal vekst (HHH),3532464,1179019,2.9961043884788965
2035.0,Høy nasjonal vekst (HHH),3538775,1207561,2.9305144833263084
2036.0,Høy nasjonal vekst (HHH),3543085,1237137,2.8639390786954073
2037.0,Høy nasjonal vekst (HHH),3546808,1266781,2.7998588548454704
2038.0,Høy nasjonal vekst (HHH),3549781,1294039,2.743179301396635
2039.0,Høy nasjonal vekst (HHH),3550605,1321518,2.686762495857037
2040.0,Høy nasjonal vekst (HHH),3551284,1348114,2.634260900784355
2041.0,Høy nasjonal vekst (HHH),3553031,1371755,2.5901352646791884
2042.0,Høy nasjonal vekst (HHH),3558435,1394868,2.5510908559089462
2043.0,Høy nasjonal vekst (HHH),3568144,1414693,2.522203757281615
2044.0,Høy nasjonal vekst (HHH),3581451,1432365,2.500375951660366
2045.0,Høy nasjonal vekst (HHH),3597921,1447909,2.4849082366364184
2046.0,Høy nasjonal vekst (HHH),3613940,1465018,2.4668229332335847
2047.0,Høy nasjonal vekst (HHH),3630338,1482109,2.4494406281859162
2048.0,Høy nasjonal vekst (HHH),3646448,1499615,2.431589441289931
2049.0,Høy nasjonal vekst (HHH),3663771,1516217,2.4163896065009163
2050.0,Høy nasjonal vekst (HHH),3680123,1534181,2.3987541235356193
2051.0,Høy nasjonal vekst (HHH),3697338,1551291,2.3833942181060808
2052.0,Høy nasjonal vekst (HHH),3714673,1568514,2.3682753230127367
2053.0,Høy nasjonal vekst (HHH),3731644,1586408,2.352259948260473
2054.0,Høy nasjonal vekst (HHH),3747966,1605453,2.3345224058256453
2055.0,Høy nasjonal vekst (HHH),3764085,1624987,2.3163785310282483
2056.0,Høy nasjonal vekst (HHH),3777939,1646924,2.2939364536554208
2057.0,Høy nasjonal vekst (HHH),3791619,1669741,2.2707827142053767
2058.0,Høy nasjonal vekst (HHH),3805041,1693668,2.246627438199222
2059.0,Høy nasjonal vekst (HHH),3819071,1716777,2.2245585769147653
2060.0,Høy nasjonal vekst (HHH),3833857,1738868,2.20480047939234
2061.0,Høy nasjonal vekst (HHH),3849405,1759977,2.1871905144214954
2062.0,Høy nasjonal vekst (HHH),3865011,1780650,2.17056187347317
2063.0,Høy nasjonal vekst (HHH),3880164,1801617,2.153711915462609
2064.0,Høy nasjonal vekst (HHH),3894629,1822861,2.13654743834006
2065.0,Høy nasjonal vekst (HHH),3910175,1842864,2.1217924925550666
2066.0,Høy nasjonal vekst (HHH),3926918,1861149,2.1099428363876296
2067.0,Høy nasjonal vekst (HHH),3942956,1880323,2.0969567462611476
2068.0,Høy nasjonal vekst (HHH),3959014,1899325,2.0844321008779434
2069.0,Høy nasjonal vekst (HHH),3977473,1915657,2.076297061530326
2070.0,Høy nasjonal vekst (HHH),3997158,1930830,2.070176038284054
2071.0,Høy nasjonal vekst (HHH),4016093,1947304,2.062386252993883
2072.0,Høy nasjonal vekst (HHH),4034843,1964427,2.0539541555883725
2073.0,Høy nasjonal vekst (HHH),4054010,1981696,2.045727498062266
2074.0,Høy nasjonal vekst (HHH),4072209,2000666,2.0354267029079316
2075.0,Høy nasjonal vekst (HHH),4091325,2019589,2.025820600132007
2076.0,Høy nasjonal vekst (HHH),4109673,2039957,2.0145880525913045
2077.0,Høy nasjonal vekst (HHH),4128032,2060973,2.0029529741534704
2078.0,Høy nasjonal vekst (HHH),4148077,2080893,1.993411963037023
2079.0,Høy nasjonal vekst (HHH),4170316,2098944,1.986863870593975
2080.0,Høy nasjonal vekst (HHH),4193696,2116452,1.981474656642343
2081.0,Høy nasjonal vekst (HHH),4219367,2132616,1.9784935497060887
2082.0,Høy nasjonal vekst (HHH),4245957,2147997,1.9767052747280374
2083.0,Høy nasjonal vekst (HHH),4273533,2162541,1.9761627640816983
2084.0,Høy nasjonal vekst (HHH),4301830,2176530,1.976462534401088
2085.0,Høy nasjonal vekst (HHH),4332931,2187887,1.9804180928905377
2086.0,Høy nasjonal vekst (HHH),4365952,2197197,1.9870553254897034
2087.0,Høy nasjonal vekst (HHH),4399867,2206174,1.9943426946378662
2088.0,Høy nasjonal vekst (HHH),4435440,2213628,2.003697098157414
2089.0,Høy nasjonal vekst (HHH),4468467,2223540,2.009618446261367
2090.0,Høy nasjonal vekst (HHH),4500544,2235056,2.0136157662268865
2091.0,Høy nasjonal vekst (HHH),4531445,2247762,2.015980784442481
2092.0,Høy nasjonal vekst (HHH),4561212,2262230,2.0162459166397757
2093.0,Høy nasjonal vekst (HHH),4590292,2277128,2.01582519735386
2094.0,Høy nasjonal vekst (HHH),4618962,2292861,2.0144971718739164
2095.0,Høy nasjonal vekst (HHH),4647306,2308815,2.012853346846759
2096.0,Høy nasjonal vekst (HHH),4675328,2325130,2.0107813326566686
2097.0,Høy nasjonal vekst (HHH),4703136,2342602,2.007654736058451
2098.0,Høy nasjonal vekst (HHH),4730673,2360688,2.0039382586771315
2099.0,Høy nasjonal vekst (HHH),4757887,2379877,1.9992155056752934
2100.0,Høy nasjonal vekst (HHH),4784744,2399247,1.994269035243141
2022.0,Ingen flytting (MM0),3319573,870963,3.811382343452018
2023.0,Ingen flytting (MM0),3318021,893114,3.715114755787055
2024.0,Ingen flytting (MM0),3316147,916517,3.6182056633974056
2025.0,Ingen flytting (MM0),3315309,938930,3.5309437338246727
2026.0,Ingen flytting (MM0),3312904,962309,3.4426613489014444
