År,Alternativer,Over20under66,Over66,Underholdskvote
2074.0,Svak aldring (HLH),4041872,1710481,2.363003155252821
2075.0,Svak aldring (HLH),4060765,1724021,2.3554034434615354
2076.0,Svak aldring (HLH),4078915,1739182,2.3453065866597056
2077.0,Svak aldring (HLH),4097075,1755050,2.3344491609925644
2078.0,Svak aldring (HLH),4116942,1769679,2.3263778346242456
2079.0,Svak aldring (HLH),4138969,1782339,2.3222119922192133
2080.0,Svak aldring (HLH),4162127,1794333,2.319595638044889
2081.0,Svak aldring (HLH),4187494,1804180,2.320995687791684
2082.0,Svak aldring (HLH),4213825,1813135,2.324054744958318
2083.0,Svak aldring (HLH),4241100,1821829,2.327935278228637
2084.0,Svak aldring (HLH),4269096,1830187,2.3326009855823475
2085.0,Svak aldring (HLH),4299839,1835870,2.3421260764651093
2086.0,Svak aldring (HLH),4332486,1840649,2.3537817367678464
2087.0,Svak aldring (HLH),4365976,1844746,2.3667084791076927
2088.0,Svak aldring (HLH),4401070,1847948,2.381598399954977
2089.0,Svak aldring (HLH),4433678,1853769,2.3917100782244174
2090.0,Svak aldring (HLH),4465332,1860662,2.399861984605479
2091.0,Svak aldring (HLH),4495852,1869324,2.405068356261408
2092.0,Svak aldring (HLH),4525267,1879408,2.4078151205060316
2093.0,Svak aldring (HLH),4553987,1891165,2.408032614816793
2094.0,Svak aldring (HLH),4582310,1903222,2.407659222098105
2095.0,Svak aldring (HLH),4610298,1916079,2.4061106039991045
2096.0,Svak aldring (HLH),4637961,1930328,2.4026802698815954
2097.0,Svak aldring (HLH),4665419,1944597,2.399170110825019
2098.0,Svak aldring (HLH),4692604,1959223,2.3951352143171043
2099.0,Svak aldring (HLH),4719463,1974967,2.3896414471735477
2100.0,Svak aldring (HLH),4745938,1991711,2.382844699858564
